F2_FOLLOWER,F2_FOLLOWED
42619,4665
42619,2153
42619,456
42619,1276
42619,6644
42619,14926
42619,5226
42619,9672
42619,5011
42619,11339
42619,15489
42619,30311
42619,677
42619,6652
42619,42634
42619,6081
42619,13778
42619,42636
42619,9162
42619,6658
42619,5247
42619,26398
42619,832
42619,42642
42619,550
42619,71
42619,13627
42619,38941
42619,9208
42619,13516
42619,42656
42619,3808
42619,13808
42619,22990
42619,42663
42619,7501
42619,5795
42619,19883
42619,42667
42619,42669
13649,4
13649,1309
13649,400
13649,2369
13649,3419
13649,16770
13649,9258
43360,4
43360,1357
43360,1267
43360,322
43360,16649
19335,4
19335,88
19335,8292
19335,677
19335,2696
