P1_P_PARTKEY,P1_P_NAME,P1_P_MFGR,P1_P_BRAND,P1_P_TYPE,P1_P_SIZE,P1_P_CONTAINER,P1_P_RETAILPRICE,P1_P_COMMENT,nonce
-98848103,417194650,771026976,2049496265,-670141371,-2131191647,-1360699806,1402724623,-1987332442,150
1006043112,1475032792,1939957785,1924593845,-588976070,-587931858,1828502987,-1569757558,-1953096171,151
1273362623,-1904699174,1080706758,1603576483,-211829677,1693439808,341358661,-668893567,881399075,152
1599236326,-1530129587,-1227521186,1150421784,313993155,-574627544,1837863054,292409430,447043559,153
-2077328948,-2029461034,955056605,-775720250,-2104944298,157160983,857116534,1281853553,-1948308684,154
2128475087,-682236820,811760483,787829327,1962001084,-1386556224,-1727610310,-499806195,-605987941,155
1126823006,2048064636,1090924481,-1706274975,-2048455461,712316117,-400075763,1116062007,-865121002,156
2122291566,917571409,-626591822,1369841811,92084699,-973138168,-1370357941,-1379198988,676929044,157
-1056789026,-963343394,-207916252,790963474,1112368111,271285551,1777479570,1163000937,-2099786303,158
1991447285,-1535236096,928360437,-234877144,-975885337,-2044162685,690279397,757232240,-1148487002,159
-1457054666,-1381135907,-1931195331,676403397,-1113209211,1952542273,98480275,2025066920,1545602458,160
-1905907276,1336788505,-166065113,-1440886112,1010122938,2095494810,-566016970,393288588,961345228,161
-1511682791,891139448,1291606597,750397689,-1037765355,-513825445,-692094800,1207797378,-460701144,162
-803907591,1144787023,-166807169,2055802920,-696677005,-1981850269,-2015109096,3065238,1726311774,163
1882421550,1479310219,348187251,1014358974,249607887,1388522991,-686175274,206266750,1752496339,164
-1398910265,-177523954,-1459094244,1921362584,387043728,-743856709,1030273181,793631747,351989787,165
-72438291,-868204582,-1838486325,1791497145,1798215293,-1111708618,-1874571884,510428373,1812586852,166
-390982669,714269346,50233876,156571315,549224784,-1186307015,-127127508,1972118596,-1582604800,167
1777003831,1177125537,-549719870,-852972049,1280461210,675203325,-350758149,811695150,280725827,168
1063039796,172087562,-1231735302,401671371,-1337415263,496361009,1111749505,-630346321,-167695617,169
-214246298,-2086588680,2140326334,-986971237,2084167386,-108350605,1014836732,-1897146731,149009834,170
1937827000,280210320,1761265584,1590501127,-1293115966,303721837,-902584346,-1269277724,-240219355,171
101550496,-368808309,-193530616,1928043823,349238681,-1717528073,-727198074,353845340,-1158732111,172
1179368899,1355710556,1903785221,-1707645773,-1192706720,-178191456,1524368559,-923455808,1239118733,173
-941159404,1739164948,-162787296,-1728489554,-604423437,-497657259,212940793,-1497881933,1778743372,174
1601595887,1942050435,-2144684438,1237047264,-541088249,299086320,1799981263,1011325856,1564907390,175
-565440249,-798297696,-1878468743,-23488471,1313952311,1516127791,1594052825,1295259434,1374359269,176
-82108912,-410530382,840964577,-1727775845,1832016976,1432519771,1080320802,592928432,2141618426,177
222416643,-959330455,292672778,-436995723,-1801403849,-2050262335,2005377438,-1092931038,-1909064734,178
322581351,1938843121,-487310106,-1283384803,439576035,-1281011114,1269753564,-821880981,1938165099,179
1966157875,102192924,-314505657,1977024928,264551627,1857696028,820085725,915091876,534922991,180
-2076360644,-363908475,-1721173686,634727571,2115734738,-1742701166,-590676735,1134901026,-161063462,181
-1590673415,-1250527502,-1327193215,1345087583,-687138285,-1052652664,1755040012,-169446210,-633261160,182
-124276349,2010824296,-1681395002,-1200685634,1056446884,-849879516,-794565560,1541267444,334846489,183
284061304,-787618922,850778018,-1184054720,792386190,217216762,524452156,-1827216293,1072385932,184
-1023407100,-67838650,1050515655,-1907832329,-2007349667,-497511401,-765402967,-1921372878,113699207,185
208898298,1578026671,1358811784,-193327535,1019981905,589425355,-539965424,347747927,1744843894,186
-1420737623,-1843834289,-1118072995,-2123659281,967956692,-1253472908,1241192400,1477571264,-488063753,187
-812736348,1406289237,380942348,616701006,-443379384,1019226449,975431513,1699269200,1182420092,188
-166317861,-26242774,-1475294797,-861826166,-693834382,-950940888,493161455,-1704103605,191355779,189
-168375505,1415707056,-1927040830,-584748563,352743977,723269965,1799241874,1744011718,-512889212,190
-443221690,1674104891,889846118,-358381934,1278355519,-1964291179,129150380,-1177524975,-1911468192,191
1605012662,901554856,1685229057,-762436694,-787654581,-1415668121,722030900,-407509773,-1314698693,192
-1379113187,-259410343,-641752699,-1643331170,552675112,848137512,2022247596,1159269145,-993469843,193
-1471741105,-635099159,-1046497034,-1857477730,-1444682337,-1831854433,1088371032,-2094765130,-290120371,194
549625808,-1147852421,806280322,-14522643,-1059830940,-1849482910,-15929569,1579071609,-1071908287,195
-535790785,1690915839,-2114627379,-56733878,-127560975,-806783763,-867910219,1139481087,-647521560,196
-175575929,-1408874316,1413881200,-910896483,-1392842358,1935173063,-867367523,243308350,1267829584,197
1568517855,293447,-2082155132,1827981533,-947032212,-691412578,-1098718526,1160449171,1771143516,198
-1086302988,-841900881,718473984,1630438401,1281327431,-1455780466,-214155205,-980431464,906936860,199
-1324434981,405006030,-1481005418,1648160491,1130122019,1662792017,-822855304,2046133231,1989241475,200
-376986310,-1721646245,-921004796,-65758963,1285467514,1641593392,1062461134,-1440083326,-1350735513,201
598441268,-400520243,1382610060,-1613800465,48307631,-994496501,-2066165742,-177867905,1730349880,202
425679496,-1950517720,-840095463,-1712480892,-486191762,-360720831,-580234566,139096978,1583291279,203
1672239981,1177671408,886279119,-1611205281,-278550587,195687910,-607365312,-646361579,226247198,204
659748637,699961282,1083497122,787796497,2011534125,-599022459,1345179295,-680853643,2070079326,205
-501007456,1278900219,-1091629149,722400473,1080652999,-2050475746,-589915078,1193174549,-403231589,206
-1137446911,-809574623,-304229794,-998037498,1051366005,2053983737,-1932230149,-116096791,406010981,207
-307430256,-507466492,1042980346,-718189655,325758199,-1669425529,825437035,-800183045,-990896116,208
1703017032,891611179,1033389803,-87188297,54548893,1710450355,1107906854,-1169948351,922324815,209
211067228,1904332688,-461094455,205264823,-1015512269,566652466,1590418203,-304083970,1302240646,210
-808383413,1671657003,1913928014,165850869,-794215908,-1141183924,-1180252219,2117571855,-1081409753,211
985255552,1711817045,2047545026,-567187459,-908930715,-953044822,618935795,1059648448,2043546832,212
-1052745570,870449410,-1100540747,-1836146157,425739567,-1679233845,595432815,941487044,308387221,213
-190142636,-2081068779,1086457145,-1476262130,489725353,1394646024,-1891078039,-856136293,-1704209616,214
-409468070,-230289293,-1161154156,998360180,2031212944,1995943821,-1669341942,1732328737,-529949787,215
2135652190,-1603880830,38426490,1400667364,-1454015141,-2130448543,-1132222068,1190997944,524526328,216
-259801309,1187807285,-633463861,1274400133,-1887483410,-1085843856,-1636941410,357060172,-82438016,217
810660902,-98296204,1361445139,430751438,2054057359,-312042813,1422098820,1594918934,308007873,218
-1656617826,1040102899,368816579,-1882741078,-1633036809,-1122348651,569007707,-758895263,816385267,219
1096809128,1873768099,1210159500,-1252185242,609873738,2024896270,552818946,624352285,1365051271,220
-54382220,-1927725262,486454561,255794888,-1603364502,-1839418453,-1299077435,-754096750,896111903,221
-1309655150,540093891,-1007533197,-699756341,202985496,-652850158,2114811425,-2017820899,-2067805947,222
-483289718,1415423628,-2011341463,1356529143,-218205159,1621761274,-1323066406,-588479591,254552086,223
-209219461,1461751985,1039985184,-1486379596,913766400,-890842843,-659058777,-1160454975,-1825113906,224
1013893262,-822039230,-387027345,-722754497,1001664996,2013978692,500908338,74582208,343622174,225
1210066688,909253939,-311801055,-1814966861,-926948300,786258384,-1222956051,1037836426,1982517476,226
1483565176,-1267032460,1455594781,1275560994,1415395826,394595604,-582012932,1836410722,-1353503745,227
129188715,-2032274816,1160452734,1403918987,-1075242307,1691888346,-782768676,1120532233,729049741,228
-804674661,-1881815854,-556688409,-1887674853,-869855821,-262325311,1789103347,167607243,1074508207,229
-966191831,720282687,1893783967,-2134775950,-1176442982,-1965691244,1786066491,-1785635359,-301904508,230
-126052474,-1185298926,-515662633,2080522481,175843561,-439657054,-1400673620,1343063319,1437006190,231
-564736117,2074861961,1519719342,1934526901,-2083853049,1127090364,-304584025,74539041,-1921210289,232
-555572098,2005732053,-24881421,-536199273,1234472195,-284669317,688728935,-374975761,828066824,233
1616423713,-1058768373,1741345202,1676606343,-1434170977,-1015023208,-179061931,1650001292,-1018882261,234
1634466319,1255495733,-982123746,-883602839,-2105333221,856670005,-2205556,-1829375322,367518001,235
1688164207,437040251,1103662252,2033507436,-610831555,-1821280484,-344570044,930997134,-907104270,236
-730183106,-880084611,-838697819,1345671845,1157753870,-556897371,2019617854,-1749174955,276973746,237
-1662020222,-940913122,-382508280,-837642264,-1376251903,1968899824,-229323869,416207478,1310397001,238
1285629183,1954973671,1369781603,-1166369756,-1359351484,1239753303,-1089163270,2014713296,1944373434,239
-1503917268,-854157509,1977643902,1892332843,-792933292,965729375,-1356056032,-1776470352,-129254582,240
1177378699,-833695170,1859270526,903717961,-1057357972,-310318230,1387266215,-371111306,757692777,241
10454162,941543963,1157283613,-683061437,-788424802,2045310896,1076443173,110517714,839569065,242
-1237568382,-629245482,678661607,-1203485760,-2056812723,-2143039621,1310305436,1387962996,-689224817,243
-1505037109,1654053627,415982073,1926644061,689579393,577145578,1660507631,-734309800,974925249,244
1265708079,-1136254123,-1726747407,93947823,689882583,1073215874,196213232,122046487,-1564697265,245
-2094037589,309681703,2011631197,1791224300,1787511307,-655136732,536882653,1915292689,985245518,246
-1352336291,-1401418969,-1868702183,-321560927,2007950617,-2019362377,1532309732,-964546068,1558941133,247
741483808,-1055850001,262646101,-123374744,-778402960,-2114924869,-1274770592,-2079594312,-231132528,248
256222522,-1348400555,110238808,941622926,-1811958111,319899451,1211150347,-105334970,772384229,249
-305471408,-357359145,1337445513,2137658835,1080669298,132626189,-1249656871,1305783554,-1843052397,250
-1884607664,-221639958,405639479,1769991929,-449287096,1121522945,107647512,1913386959,3484965,251
-401888041,1592154721,-267368633,-1047388198,688716305,-1549313752,-937181419,-1371533664,-1843995446,252
2054974731,323323743,-383349985,1995680514,-915931795,-267431717,1135059361,2029501327,374470709,253
-1116948871,1407754987,-113562427,-1319403219,1314784685,1721828514,164418348,1346164000,-52696580,254
-857546211,155223464,-1416356289,357944809,659467788,-1699409382,1176230871,1824888005,264082965,255
1601992843,1238746223,-1857638421,1909000485,1386529950,-411550381,1469426539,314302111,-981374150,256
-1718650613,-411783937,-684186644,-1829450383,13048853,341362837,-166777280,1253497761,-536584358,257
-1721763628,-1809436877,-1141703342,1592305785,-2129329231,-1291970183,-729352654,-114361601,-1767300425,258
1762808973,461384618,-163465169,-687926935,-1748838099,2126278894,296221435,1728972987,95426699,259
447182348,-2133627352,1187908310,1558889042,-1748355328,-2107226964,-1838771588,-44853542,615656019,260
1388587665,822802448,1296870216,1458571854,-526215059,-482097493,-1325059849,1135947640,564470909,261
-1784677247,-432052454,-440431364,-1904956501,-664466312,-1681056013,-578360623,1016770989,-1407060285,262
748635321,12265941,-2088604428,617657759,536664032,-1202765532,1506833628,-874673692,-1201824069,263
1944379454,1995782299,1872039374,-871800631,-259619924,-38555025,-898375001,-2055983576,-448067690,264
587659551,1574146238,995478235,580604527,2093818705,-168004359,492529558,-1001444218,-1443514765,265
2031539024,-875955546,-1529285624,-400498387,-2074502268,606032354,-641968538,-934996553,-752725608,266
2095713498,-321821297,-663634176,-190100516,758509987,-244358142,1537097770,-1457555608,-604178446,267
951653087,1221177803,-341462646,1365786550,1897518788,-333158774,-1960036654,-393950534,1876734088,268
-738332340,-704468092,-954703002,-601233132,1843584261,-877761229,-178789612,606194180,1301890410,269
-326975507,-449458380,-740297146,2110736318,-1028606163,496665271,-1897247575,-1113448151,-1519099410,270
689281318,1173456750,1909034325,-852525367,-1427602534,1737502150,-1322708286,347038923,-1941819998,271
295251492,1983788358,311865485,755558020,-1520659497,1883454198,-1677079313,221101548,-517667749,272
289165373,-559355360,-436240722,-1638513672,311914431,228791579,-2021853497,1871243324,-704628992,273
-1472197015,133514341,941838438,-1930837550,-1053539916,-1823143123,87602605,-1145175831,-1737505684,274
-1561952614,2007961670,1432557052,454986101,-845753045,-679514454,-1101557872,1041896119,-2055717609,275
-110953324,-1055935369,1766154167,580490215,-1320255139,106706235,1807868772,-1599491575,1000762980,276
-1967067383,-1976291593,1668976882,833394310,1398419507,-894425751,1220606909,-1908036902,-802530315,277
1120205151,164388746,-1548772135,1959247513,914550949,948501683,-1973883663,-1285107075,-1333520400,278
220371756,-1887198543,-287035382,2093759750,-2063398185,1554000542,-1594828938,926225596,-1987680616,279
2135288330,-241358885,-112870264,-886296186,1831350123,-1667448770,1080288165,-1505535622,-1194157476,280
1091872822,-1429978953,-1914579540,-1915290817,-767787632,-144797912,-434250972,-1078591728,314861220,281
429407137,-757239526,933624933,-1126762720,408051115,1365610210,-155778545,-1612846829,-825878057,282
1434273014,1333513242,422208514,-719591334,-1404854238,723277849,-1323185363,338557753,-911150456,283
1340921464,-1188896850,527715931,-1614290353,-1411624019,-1759049190,1047893008,1356271357,-114046583,284
-451934035,245706471,-464433624,-773732157,1496246398,1240402386,-1206353928,233925018,1554368525,285
277176908,-2081328968,1738381873,-175188315,-1845454220,-386227666,1898886986,-416270605,1607113943,286
1298970402,-59068558,2066561805,1380760138,-1859527318,-1840468802,-339395950,1835801150,-97280377,287
-1873794248,1702920610,-2002407127,-1676162137,-1696723087,-1307632393,-231923693,1129702117,622845491,288
-328365294,1693916847,1195908397,2063979743,100858265,-1503016980,513942191,875346544,-1530756540,289
1513195672,1910742041,1136690985,125112420,1102668798,1274667935,-1269581852,-1313414955,1614155494,290
1948134454,-542742298,660657118,-786150833,-2096454054,1389206613,-1818298300,213459258,1037235877,291
-176471835,670376711,-1470855639,268555741,636035306,994801708,-1006388053,594755081,-1334580417,292
1621156292,205678401,1256570232,-1168414031,-2105532591,-1165404625,533392128,123455478,-388362896,293
1169135652,-802512146,1307380303,754286037,1489465325,1806250620,-707498450,2138816075,-279112076,294
-1472609168,-909509568,-1327542285,-992125282,1916552452,1903846202,-792922292,511347123,1041809091,295
16414167,560046912,-391742757,-1905851028,-1749351169,823618204,1267401750,428760571,1566660685,296
-1886307834,587099904,273938251,1427745932,1517997948,-1244316465,777395209,-1938989218,-174794623,297
1610469248,535131651,299342921,-1895954656,-1043404616,742835208,-540507465,-687043013,195395663,298
-882750260,1397756932,-1368102659,-2141113458,1606811446,1507412902,-1355690781,-1787728698,429554802,299
1239903857,-114718376,-1731892988,837236971,595040434,2907489,1666494041,-1389676302,-480025036,300
431253809,1021052995,-1950844014,204760712,-1478429113,-294930865,1445657608,1253486146,392120006,301
-940056951,778779941,1178584120,-855746560,-1769203867,-267016552,587301940,-330621871,257064015,302
845611210,676598481,-390546183,809343424,1420993876,-1138018412,1275159887,-1042375821,579595791,303
-2146253610,-2053243803,-527859605,863681006,1907646139,-1381668795,1474499751,1156048390,2018630968,304
946195784,-1451658327,-1844997393,1237730004,-1547728393,741846578,-1052548276,1720354730,-1699514506,305
-1483887516,1048767454,1802569826,-1090568819,333436709,245312504,1675601205,1662211512,-189518416,306
1303426214,-1693118968,-1248907182,1834762685,-243863268,-160028674,462960670,-371118084,-1761596658,307
-159941837,1275090941,459835150,-1357340192,1535345328,-142621576,-913843468,-145868236,1164307007,308
1789214910,-1116384923,1623362113,1927672134,-626050774,2028376314,859150265,-2130511617,-167698532,309
632709139,-2074586099,-675489205,177727207,582085171,945414339,1957267913,-1869808633,2122933618,310
1363593382,1581519911,-1192121202,-2080572537,1101485611,-1125779950,-904370785,235608542,-1122243392,311
56309230,1581227834,620428938,1851532220,681260848,1656876891,-12865868,317353169,-1990571809,312
1407559877,1515077329,-1945674242,500526548,-784988691,991013202,454302765,-398031138,-1932872587,313
-2140679036,1573229674,-286963262,-2080715023,1439124253,-1544566416,-1379847594,-599790484,1679749341,314
43980892,1252613578,147961655,-630811336,458106452,-1241000133,1090747283,-1858895976,1278541761,315
-1340476568,-552981989,473927825,401108587,-1597766513,-1123487262,-731777799,-1444439535,-1427968766,316
1808331253,1538136529,-1072721263,-1305427113,-1622708380,-1993029033,-587686236,63760185,1159520287,317
-640975169,268036119,-1322256598,1217737401,-85295186,-1129589396,-1330002059,-629681920,-1217991436,318
-1632400894,-761346927,-2020512933,-1898219727,433912244,-60417451,-1315433492,-389140109,-706696095,319
-1753708909,1203588512,-1352275983,1299007515,-1220389062,-855433690,-365000771,1747875607,1582258082,320
1338448821,1415865702,1525898360,-1642741315,1336672467,-1566084442,890042780,-2050500812,-1298056202,321
1782895709,-433909152,-700737202,-1105912330,-1726711771,-951399851,-181257348,812313736,-1004173402,322
853862089,-722899340,77811673,-154974163,1521820880,1407731078,1866191033,1364505038,-108089654,323
-1291697400,-1917578463,228762190,5395476,1573112528,-1262489744,574459393,-285293750,1131901479,324
2127611550,1676493953,-237455832,-1244124226,388100509,-120510987,99704754,-867698314,1544109985,325
1254708104,-777717111,-1805845773,1583799801,854297354,-1451241721,154456364,171028228,-2106092763,326
1269414372,-341223445,1476402988,-1816438934,-1037825900,-2088678377,-1178822465,1250325864,-423612246,327
1856538629,-1407909640,1112318893,-1574350074,1105706470,437402738,-1023390267,-431644117,-406495834,328
-296161226,1378424307,322174337,-228260384,196457775,1829702273,409742248,-1045494489,-406490180,329
2031317599,2047343141,627040745,-994343356,1114455609,-461996934,690800589,-943412913,-2047770993,330
1769200120,988107366,-1526164381,729599403,-1929124446,-1296191871,-1488715814,-969482348,-1185223976,331
-914213595,-179645744,531912506,-692397176,-1060402836,-1998334202,1427214465,-38818538,-982941260,332
-725528319,-1645057110,-1686932901,-1046717579,912115968,-234626358,-1881143391,1095733594,-430300359,333
729602295,288592015,-1657297469,-573925769,671522568,-1267347255,943682954,1706079740,372358594,334
-174704328,328697687,-2103791924,-2036084663,-812342110,-375004991,-993918376,1389474247,-1104396072,335
-1836824917,-1080065080,-766012180,2090887289,838997160,1753148390,-624138666,-2129039298,-485287576,336
-671994996,1256270407,-1026642994,1889632019,-1683303168,1610482632,2119217082,-340232950,-503833082,337
-1354218907,-120174265,-590695337,-436151003,2088596033,-546535688,1335194313,-202557049,674025343,338
-1036435894,-1375146386,1863429661,-649589383,1476833901,197289952,-401843950,69399209,541865861,339
-465058717,-493014527,417682542,-1646702547,1411813154,-1423787388,-274586671,809590802,1700274835,340
-1278933085,-1230166638,-1695687975,-1005689608,1520807819,-1749024536,729399901,1120707814,365265401,341
472092367,-215183107,-1077966727,-1182269269,181340225,-1326116210,1660457994,-69503693,-1181607148,342
-1271204590,-1005870435,1291995713,2057695514,-830887619,1119516126,623566417,-1735834357,-804993634,343
-332453105,-1269872798,-2066226473,-194349232,-1798336978,-1424926285,-269576794,785497901,-100749061,344
-741011721,768091607,-805703025,-1443612349,887127309,-1751706064,-1337101892,1850312541,778958354,345
-827350880,-1553747192,1138444017,412098283,1109663138,573223860,1739886004,1317272157,-1793551544,346
-594859740,-1609322929,-266951455,-1625527913,-2093426294,1675805293,953354582,1094132217,825464473,347
-323288797,-498862983,647123778,-399480395,-555572730,-1653283609,2142588050,-2140577210,741392629,348
-1770413251,1245988905,500365803,1351391006,1254121226,901378555,-1650532947,398247730,-1241589515,349
-1398287240,-457736849,-918880899,-1549542552,-385427998,458240247,359294276,-1630169690,-1446656732,350
1398799218,-118496768,-215115403,852459214,594554536,-2002055648,-332711526,-251981635,2120645261,351
-532993239,41609941,1744049011,-1037000244,1885317930,103525192,1645884495,1534709814,1994228881,352
224244863,440204222,156045511,-812917898,752340371,-1651588419,276455983,202740558,1596744689,353
729712159,-740058582,279028100,-1071812406,1037134054,-304928606,-1168925588,228881609,1771519606,354
569331747,-1247221941,-295784533,1310453555,786121194,636016613,1382680365,878308161,-1692970903,355
578758431,-324835236,722706530,-1753290112,-201032585,1015716422,1315077825,999902077,-115024983,356
1799892695,-45555184,429452216,564334281,389807287,442012256,2065049879,-1971759109,523567128,357
1750729524,-1068698153,728779377,-566696125,-1529664170,-839925603,-752597249,-1550716967,-46776399,358
62892856,346105452,918104033,-1532505397,276444933,1798337786,2124542218,-1790800610,413918126,359
-2049431504,-739291,-1791051666,299537321,339202086,-518666668,735518549,-1551864079,2145270907,360
1772650861,-605239217,-727829483,-1251770235,1926124409,-756811778,1514609212,1328558382,-1493494388,361
1622443528,-1130176739,-493036633,988319156,140410521,-971345592,-870884052,-1470753803,1967071835,362
-2035325975,-472131776,590865789,-224027832,-361573010,559101878,621419605,1450641942,-1309352999,363
1941782456,695098040,810558218,-725669829,-842682504,-1575879500,908640933,-400232750,-2059773302,364
1609989543,1563187425,598170777,792003266,-1306473857,1697981670,1676109296,-76104237,1502361294,365
-294530001,1570062994,1058297577,-550372252,1308115610,1027938000,1201706405,458352211,-2112103240,366
-914860811,-1750481411,1738114763,717468322,-736862490,-1133823609,-1941259783,-1879679587,958810921,367
54499277,-589835727,420520312,-1321791150,-155284466,-919394398,-10405421,1544418955,1578462667,368
1193043361,1747751722,1785162854,293043719,-766353800,-388009393,488501253,-1961277615,1668574471,369
-475815972,-1450542435,-806499185,-221750721,-593802249,-781678040,-233342793,-2084293087,1100776823,370
-157257307,1135686325,-1741725677,-1857376411,-1557432262,24887517,1218470776,684867558,2116432507,371
-2033253072,1702598074,622247507,-1094776577,615281397,-1208743070,-2032397771,-439010075,51228886,372
-1857704288,1315572908,-468312496,772801253,-773703349,-643287555,656582139,1887991689,895926796,373
545197048,1220796072,1777016992,-1841150659,-1080532728,-54142014,728964004,-511239258,-1664371922,374
-1243730555,-675745156,-372403746,-93084429,1716644511,636723419,-716773644,-917667896,-548275075,375
-2041059064,-494646577,526280520,-1488632874,1565520109,-1859851167,-2118102688,-959572433,712082252,376
-1925974721,-884399238,660383119,-254083667,-1084322283,2126841672,706345928,1878670460,15711755,377
1820128571,-1267301448,-626600243,1035019632,1672351952,-1921497092,1471428359,-1458106660,-991942272,378
1652826819,520273780,946681251,-1455929151,-409854953,1630909506,-649967480,-1299953452,2070810279,379
-1246420835,1309308052,1209331941,2089814164,868610638,1620869645,-2142157974,802927511,668015809,380
1059099424,-1712303341,991485265,-1316770903,2062045812,1941404753,-1607667702,213740671,-135694701,381
-561671332,784259265,-1214299450,1990666452,410487248,-1877961785,-1186836148,-922534310,-42578870,382
743570813,-147210316,1479993355,-652871976,369501102,-1681750923,1602288573,1946237762,954144455,383
731192241,-1372883786,-1485219486,-430199010,-19079211,77906896,-1602858381,1541352297,429066438,384
-350707426,1085738319,-1055495016,657561503,499820751,-567851905,1588408099,158569430,-1143795118,385
2064429275,365401671,626080247,-495477844,-557915126,1322818963,-1490630742,1608644440,9875613,386
-431365598,377754474,1417407340,-1155485887,-912506198,1083436188,1937504315,1624547283,-1375960970,387
-2052042668,1664351635,-1358346074,-1408102561,1977395729,1618103221,583638394,1702401159,-888566688,388
-1160983856,1352022940,1245363767,1764156358,1391363121,2050701343,-796145190,-1924533651,1895967236,389
-751121939,525102327,2073855379,-1670303285,-237079479,1518428848,-862397510,-1780187270,-1474100931,390
840857475,194449051,618900096,-1727952469,1970707986,-1120634065,10753536,-599362522,-866243544,391
