P2_P_PARTKEY,P2_P_NAME,P2_P_MFGR,P2_P_BRAND,P2_P_TYPE,P2_P_SIZE,P2_P_CONTAINER,P2_P_RETAILPRICE,P2_P_COMMENT,nonce
1406936499,1238904145,-142690883,2064146114,-902134194,-1189578734,1381601478,-1958998560,-462609468,87574
-1529200169,-1096607907,-1071732209,-989359372,1579096293,-806342694,1719995131,821499541,-2116081574,87575
400127663,33479632,572812468,799726104,-729637158,-1443786345,-1809516216,594005591,1470337810,87576
1271761598,-1015740768,-522777586,-1544693045,-1492575410,-1291551732,-865603907,597771635,-1672930402,87577
-1508842681,-516642760,912723535,-503481845,1274029247,1950415357,1752820551,-1725722409,1355824859,87578
694706032,868419808,-639173975,-1954943450,-1496840690,15520893,-1771629006,-912871251,1028474251,87579
1931956283,-757460237,-1545729205,-98316928,721171330,1943653004,337240445,-1415406010,-1738634163,87580
-1497793673,-1903287306,1053119663,-1414069023,1850849131,1871626403,-1571341111,1894424598,-1357068999,87581
1649679453,-2140656524,-638922102,1761432128,207748711,1577618221,1906964051,1147669082,1154333307,87582
-343793898,-1573947599,-1626117207,1242820887,851850662,419356279,1595156189,-77449257,1797445493,87583
1457595862,1160274677,197296432,-649224568,1792288022,529087762,-823816790,-665520488,-1414172265,87584
-993245471,-100778588,768828612,76672928,-468984015,2096753332,843023043,-1708999605,-1134692251,87585
1920820062,-1955840602,-1153279052,-1525158533,266125865,-1815786401,408975131,-480787881,943639215,87586
1024007334,-161198137,-642119133,362773974,-1259743803,230955411,-899276392,-790271903,1921827358,87587
875249837,788649544,1625520879,1903055615,1086890220,1861921103,1651068541,641304987,-733403451,87588
971558874,1042571113,-1516070846,-998911164,-1467745280,2092138843,1509752061,877508683,1672450666,87589
436143881,-1668383672,711929680,-1202311252,-229141997,1083382789,-291143045,539534829,439668574,87590
-15502280,-1420564131,1317950612,1523130141,587964845,-626000536,49674567,-20431569,1237323104,87591
-1040200646,-1907487475,1916135136,-1354748077,1076892621,-818505264,-922064878,928410758,-1441909386,87592
-107650573,-1089479276,1107888935,510466114,-178787450,1824839379,1446377221,1564184428,811437926,87593
508593546,-1507755270,1118531717,1748932795,1251836835,-881786960,551559368,1236074768,1994649097,87594
518683164,2063143093,-1614593650,-1432070276,-1431008388,-1460085377,-427410409,650555425,2118156212,87595
1442539082,519725470,-1737749629,901830303,-909210727,1442595982,-555965262,1484136748,-668533088,87596
1861179492,-2008995332,565868716,1785942855,-56286905,249782150,857128957,2035473600,215623445,87597
1837101059,-387813090,1050221882,-356081485,1357205316,1539285011,1673122900,-1909574489,-1406818550,87598
1879368735,-1303398778,-139451770,-194585305,509607231,-1753819279,-856557100,910118623,-1143447987,87599
-160062764,2009634338,-1830082067,1192775013,-986969646,-1961115170,-633000605,1738406211,-747172940,87600
-253457029,1625958310,1031226952,-1386778930,1731547987,-574842944,1381695610,-1153628783,146049065,87601
1966078874,-647283546,-1142612989,1735044434,-608720114,1260715590,723526198,-1185160532,-195641133,87602
1195547913,-7506641,-971166286,1722009573,1614342750,-1283790453,471986213,-868253949,-932736198,87603
365197835,1286160654,-1591759612,-1490411151,627227039,-1296132786,24700603,-541106848,-791947411,87604
1148832356,1692863757,961672343,190607033,-1449742966,1206222572,-1291054670,554326651,-862953064,87605
1059375475,689194881,-1515935098,779328918,-718049100,-4374312,2131103289,-1898806753,-50572950,87606
685077361,619842769,898461613,-1503244017,2098970738,1963225543,1221357349,378996247,1012055691,87607
1628060463,219634233,-268463596,756055916,-1002416049,-888818146,2057577079,-558727490,-634509656,87608
-485021620,-2095015869,-310521457,-479828932,416168984,-492507609,-474756255,1125658365,1749359249,87609
1207417742,2013178581,1216022613,322371132,-786669298,170662595,1752841187,-207749163,937250609,87610
1728996629,347097598,1165477053,934606028,-1683044520,1325310324,1793134153,-868876532,2099641181,87611
-1368445225,1462038430,146527887,756483422,399008608,-1894472827,-204038141,303282002,332461874,87612
-230885610,-1910331992,-280341622,769819866,-1052143964,173796382,250028841,2127100151,2107371985,87613
1894618204,-1024760393,-426465538,-205731419,-848142292,-1357999322,-111748629,-1073310311,-1411645505,87614
167368911,815944923,-133921562,1475769704,679350984,1838031531,-880290531,-1468429036,-1551401980,87615
426455106,-1433200653,965370819,1764698439,-1166595,415518532,-445956232,668709123,2092433636,87616
1294724701,318522102,1464803386,268708936,512615774,-1911596828,-332709725,-1646681013,407325885,87617
-1579625874,-1117172721,1386182453,-1315965998,1261090724,-1001229557,-2078313799,-1643509263,-144665752,87618
301818565,-1769437098,25151652,1771595392,-209499200,-1590997175,-2110534828,-762510612,445382206,87619
479112324,982931000,-516853621,-1709182056,304316308,387463556,-2126761400,-1489270979,-633414104,87620
1837302135,729338556,1699602846,-1518811011,-1200357208,-1297371692,1346421503,-45129648,903065375,87621
1651339121,2056700334,-1403812729,1740532443,-708740512,80132695,-372641394,-2121173713,-448146448,87622
1669745494,-1345932887,1452729019,-1484132558,-56524954,-79138410,1432615190,393378687,1557324826,87623
1144987354,-581763181,-2086163329,523437754,-355199304,-1296405599,1361882034,1100615319,-1283888960,87624
-1388922566,1393153711,265609443,1274706892,-1078723055,864485519,407288749,-1306582121,-1751647734,87625
-486215823,-649714520,-1322346903,602421438,736911199,-205812739,1512877634,-889788655,-790768493,87626
-1670846639,529711928,-1667480458,129402740,609459878,454939753,-897547435,1006319961,1308083789,87627
-467289822,-757726696,457290866,200927886,-668340508,-473142820,-1528095229,-236952201,-779390906,87628
190818150,2127511640,-1082395974,-1355647344,-47145427,868947552,961154429,1187338662,-1881049076,87629
-1312215352,-487847304,-1042522263,-1370850630,1932684559,1596314927,-300312990,393276217,-228935881,87630
1404956565,1817836285,-1925927176,1187609593,-426279443,560633907,1885710326,-605022176,1014601736,87631
-657941573,539519166,-811933264,100860671,277722064,455702474,-1874541954,-1914637957,-1717159224,87632
1035972728,-541834570,-1402553144,870989592,-315487940,468599186,1370077006,2142777094,875808495,87633
-1748160219,441965127,-764853853,1086487280,2100394099,1885161552,257079867,-1365413230,-1097327191,87634
946697476,-1659468117,-1265068730,-1403992218,-2123018665,101348689,-329379645,1475955406,-156931987,87635
107054042,-1683481056,-1768832654,1380508768,328454344,-309531714,-1663722850,-1198291037,-729268940,87636
-819388973,-1262804707,198034102,-2003797017,1956800872,2053691056,443018412,-961936972,-1044712613,87637
844902864,1004834181,734493823,272817686,-2008353721,1348177099,140964133,-1215223014,-782956448,87638
-1211602526,-1946651531,-1949289456,-710922288,1311636929,-728441012,-1574401559,63304323,-724353671,87639
688984211,-1945836939,1463477677,1952670175,1683568624,-2144324716,907936319,-786400417,2143863173,87640
-1765828624,-563088976,-872110396,565469846,-109655536,-1453152221,537041706,1954625635,1287467195,87641
-1613691731,-774912963,-809233192,395168864,-1844876028,236802175,-1475374518,173648002,539201722,87642
645714182,-2105895290,-1351390699,-873634177,-1402060035,1019706983,1159173953,2116093749,1108249895,87643
357180048,-1340710049,1217144955,-367741810,395010407,223767094,-1894175889,-204988202,-1787748520,87644
608852490,1645424561,-1648133937,1317542749,-848304583,-925411617,975829526,-1869390050,972673116,87645
484949913,-206430429,1568253209,-1184749255,-1707685451,1615581616,558509090,1127535663,307570857,87646
-1150927488,-1465033024,-749658678,1748978281,-702419802,1373958605,552257013,-1508651502,-56270925,87647
-655312713,900772763,-2127673025,1563514392,1119453986,1447505485,1652623361,-255548412,-1444431574,87648
1326636379,-1779294124,-1764292771,56341729,2070112706,-1281016575,1872282466,994528419,143057319,87649
-1709311752,541538496,-495305281,1036391293,-1251204017,-2108227383,456906907,-643432994,1966619463,87650
-1554006177,-2131305662,-972310299,2015263419,1425562267,1639024411,-264349495,-1653680422,394135728,87651
1102682470,-1570379067,601567479,-433813625,1070516449,-680444918,2035072638,-686186601,1146594262,87652
1033659113,1773058377,-1269538633,-501524494,-78094079,1676190864,-420631938,-1357106903,1499890674,87653
-798042917,-1150566034,-173084294,1737303553,-1864938634,-1541357115,82013312,73636639,1426304760,87654
-979907193,750470463,1174016745,-431562409,1768208212,-980906897,1168544046,1715031819,1625357271,87655
-862358183,-1153064379,-1246027232,-1262644,-1145893374,1851127614,265320411,721834914,803138597,87656
578744535,-1075240847,254507155,-1660425061,-241935905,-1338601539,1823170431,-793518484,-1221528578,87657
1154774312,-1306107897,1564910592,-1710717801,672184895,1354894118,200264902,-1106188561,242813772,87658
554974610,-377209536,1650929944,-1984141376,860648552,-1794524398,1791426348,-1685114015,399439630,87659
2115695825,-203198270,387952001,563139500,-1173007203,-724707760,-636113129,1674639534,-1173627183,87660
-885901578,-553952865,-1549365822,1847553957,1773439204,-743978170,1715144579,-1253429263,-731847348,87661
1814692206,689308560,1678411460,608491191,175922696,-256848133,1071715049,-221868514,-1606186665,87662
89386421,-2003797808,1266649817,-1912343489,-663564018,-1682413975,61296694,1878216898,2131504685,87663
-1416719251,722380227,-1211659408,-237622370,-1631250206,1912643664,1945910206,1689903567,-536440311,87664
584261429,1302853091,451937476,-1260698368,1035465924,-1218789476,1225830185,-1918537104,-2026968913,87665
-1296575679,2016673062,1982413336,-349469057,-199269800,115204591,-1357658487,-669730997,-950582311,87666
1622535823,-516980685,1851569360,-941855607,773140342,924312445,1790544497,1579282371,764986947,87667
501467755,-1307988811,-134960901,1243062000,-1027752518,-1979797787,-1159216420,-1739208067,627876707,87668
252018577,-1088605254,988004059,-203487212,-594995096,1973347739,1904262168,326684613,-30783498,87669
280246047,-1838705460,1652777073,-1910052897,1676712403,1254154344,-208320447,-1828725373,-525810425,87670
507060722,2069865127,607667230,-868751909,1001237302,1386359549,1998669260,866616656,959224385,87671
-2113993295,-1604976886,-1102511007,-599742368,-68862066,-580276582,-1127582717,-2069923479,17733169,87672
-1593515939,-2061569963,-855345086,415476617,-1441333424,-1960133611,686211205,-1372753665,1623108407,87673
-1047859544,-1144161560,519308707,-381557854,1604463747,324584874,1829055109,-472756298,1346853619,87674
-330453646,-1641706077,1701593047,-1858171766,595304779,573950801,-1658269028,-880594903,499668943,87675
301556177,336238382,-1982316537,1174478481,732391586,-826648809,-1243329642,513941921,-945217296,87676
450584482,1846042680,1397075777,-1429331889,-1676844029,995877757,1699974354,-451410385,1483475124,87677
-216557494,-424743076,-194746457,-1772382703,-181169534,1050033933,-1480470980,-1387013050,-606589554,87678
1196721787,-671426434,-1196160520,193871240,-339857223,-824980966,1157703362,509814376,-1264458640,87679
1862545585,545594365,-1632358071,-1368991913,-1076527441,852514218,-1067959358,165989481,370786017,87680
1647417374,94854292,-973960,-1622737565,537871779,1265112937,-150645954,-1599906391,831779851,87681
-1048921298,692585395,-1214359529,301918169,1859088408,755965809,-2009105498,1907776360,-421664885,87682
-1611093315,419676397,-610688219,-969325580,-1640798010,1788570778,678967863,2080968898,-1709863583,87683
-1547545225,167261991,-1262865853,581068111,1771014937,2030289610,1850434887,311496419,1005939354,87684
180581267,-1102356989,-1689226288,-891486196,-163647164,999872448,831893419,-103303524,-2056532373,87685
-1816250268,-2127468985,256085128,-351481902,1733706496,461263564,-1714492389,-136077274,221262962,87686
-1659854131,400818866,-1244684128,1206455939,1767362679,-1737365686,2116849807,-191910401,1125862173,87687
1990396398,1604283010,-1472072168,-1225622041,1053252694,-885285291,-384943735,-555681055,200629158,87688
-1387885197,1817233151,154737830,-1937509039,644636635,920613257,811102657,-1503003226,-1673303868,87689
820704472,311691999,786380034,1869799931,-873166386,-183352575,-1427061911,-1566084520,369435856,87690
-1427111623,1812195009,-1809325633,-1188953265,1543364689,1330333548,1459222033,-872527736,-96032876,87691
-1706226553,-746737234,886953436,593268512,-1098001783,1636167651,-1422994269,-1131693457,1570718715,87692
755726390,1580985095,1592988577,1286303704,1191326654,-434488879,-1277795848,-1189858388,-1688184577,87693
1468492847,-638790276,-1411071432,-1626638892,-1581261873,-589297489,-1252389868,-257108206,-1656323872,87694
-809448800,1678995053,397807308,555871782,-1240451561,-1266764870,593617046,-117108129,275520745,87695
849013746,-1586312830,-979489829,351624814,1747074445,-668157125,-1859946502,-935861,-743063502,87696
-561979500,688680513,2109092720,-313802844,-696775346,-780470667,-1213529955,-921878725,1578593197,87697
-616458927,949215689,-1287527098,216199737,-372676284,1001915562,-224145307,-1005137025,1677001468,87698
2133285895,-896765017,-1441307411,1341342730,-19439778,1152845027,-1916726582,-285130453,574852328,87699
193318192,-2113726993,-1727170149,-1606714259,-1041951214,-535954285,625280084,363588144,-1777713432,87700
-1833231286,485007484,1138015168,308406924,-1018202303,2123052875,1377245025,-2011078362,-737127125,87701
20128340,198313702,461615778,-203065947,-1900820350,1805037872,-1041527969,-146172443,275540960,87702
-1719737814,-673869273,1709743494,-227032711,-1357733730,1093917580,-713606896,170851358,-1012926159,87703
-826968382,834583745,-331282691,-1838960833,271374811,970268618,-1080878840,1779305357,-1550042568,87704
903251109,340075152,1665954733,1292252247,1226705876,-1805618357,-1244726182,-1705767119,-1455495371,87705
949876698,1879859276,-1753209622,-136854324,-394143884,1454209728,1941689170,1284565963,-179901220,87706
612601225,932720750,1763190852,1417212238,-236514778,465663169,-1101045309,1642455536,-1238867459,87707
-906205275,325660504,-1338517533,-2112850672,413132072,2073937798,-790700103,-1899287259,1782612752,87708
1224606134,-1881752882,-1189318367,2094496802,-1414259485,-1413606243,-1542440250,1445883247,1563406477,87709
-736963837,-1656581585,1428679868,1522836279,-1170202924,967414300,1249714952,-1761033810,848333972,87710
625510333,1488546174,1741507822,930607361,-1912134111,-1349521390,-760720005,-1456523220,-700924023,87711
2005657550,-879945682,698898916,917898399,968844257,-333797040,-1796892486,-598130291,1853272325,87712
-1741925250,416214755,1834859329,964729726,747851642,-1406151200,-714911832,-2030982250,1237562773,87713
1655886897,-672118700,-1704638058,1703876553,545861866,688086547,-785212912,-9697160,-1842072621,87714
-1175310266,1537486468,1691393955,-1233786414,1630538945,-975968395,1169297080,1595808314,-292388690,87715
-447389052,-1914839809,-486477059,1417775493,64806131,1964449324,1748322052,-665696526,-1868154979,87716
1108094851,1626615228,1630615914,1957577679,130075275,1081054518,-938069545,-1441630855,317636726,87717
1465105060,1748481481,-2125760485,528339736,529453554,1284162128,-1643848936,1714637447,-944061356,87718
42483947,-1737180021,51024617,1140549698,-1250946216,-1889757776,-1346512746,2065680906,-1618982887,87719
1947125451,-1091841339,-58945528,-1486182799,-1881937554,2086870124,432807361,789140107,-883090688,87720
585364774,61639896,847876947,-1966856377,1330920227,1008906996,1572092727,-818305530,-1508835344,87721
360968969,-1427226763,-1304115212,218748309,2083321985,-933914582,-461368024,-45992267,-29358357,87722
-705432231,1732297997,1959163427,267266469,1542557283,-843626802,1895769493,-975427721,-1359736635,87723
-651115661,-1507301783,-931893922,-814480440,577085122,328338453,2069040417,215527695,1282376722,87724
1000188085,330274414,-1732885775,-654467814,-179275535,-547212162,-1492362246,663444855,142325122,87725
-1171655373,-378812051,-2040629542,945797751,334891993,1880076232,2054903148,45756105,1603965053,87726
-809832005,832121788,-1896754055,-1902651537,-1026447552,1005299343,-396147389,-1141338186,361287410,87727
987600069,1514828912,-37006702,152391990,-2006400637,-1943897575,1386967446,-1549947662,628079183,87728
-1761600100,-1092436987,-1253947536,2011356475,162309263,-1880407008,-617695435,-446864091,1632630244,87729
1630885694,-357088813,-501709715,2000350997,223656355,-2117550613,-817083606,-1889081735,-2038024162,87730
-1528539051,900510377,2091602145,1320589093,-56146850,193882944,621296236,-937963368,-658017335,87731
1936965114,11978194,636026140,1740425220,289644155,1296976280,-1627747414,-103901368,1682491270,87732
641586395,-886213079,1741394868,1700694329,884771864,255751831,-1655490423,-840953558,-341633758,87733
1013019320,-314004681,-593819210,1311151795,702214231,-979893721,-1643569834,163334981,-56090558,87734
1486326931,342658782,-175568306,1231129193,113999907,-940361203,-1067678403,-537725035,246346658,87735
-1038394458,-416985737,1263002359,-293603749,-1219228682,979087010,1782443313,-770563797,725258084,87736
-2104163621,1501838645,-2092625734,223090789,1203655674,114108111,-2117109732,694549663,978861226,87737
1858123497,44219056,1374261698,-1074668651,-996471852,96383929,592615148,-551587228,-1184064293,87738
-885486284,1691132313,973944561,1971357331,-1444639949,1265727737,-837855605,-2058256544,216988409,87739
-2036989051,309597100,1139898052,-842096560,458868839,-1001320626,305206917,516353763,-1410188858,87740
