RE2_FROM,RE2_TO
419047,4412
379028,317
78043,407
373751,332060
284917,50434
292033,292035
292035,292035
219490,3604
280783,6940
98100,201893
201893,98100
292035,292033
93481,1134
220557,23578
182007,4098
292033,292035
43055,43056
32641,81666
158955,404928
327431,67062
421605,385188
170844,43684
234582,214111
158955,404928
155554,677
118513,116633
268545,3369
207711,80101
233663,197322
277329,3369
145501,98100
7801,12159
128270,301843
119704,119705
306029,250519
197061,197061
197061,197061
197061,197061
197061,197061
207711,80101
28951,4936
216365,397128
12891,12810
5123,27484
202648,202648
27682,65644
119705,119704
28390,129924
114693,97446
446759,88
10273,158344
119705,119704
29012,9107
118513,118514
235712,3369
84225,10179
12879,10179
172389,109072
360504,112309
44308,10179
170661,75409
379840,3369
151159,15885
15911,1262
47321,192870
75409,170661
65644,220
18602,140383
41791,12824
26757,1999
137179,27682
98897,96291
178957,31271
64065,6493
285913,228311
285913,228311
6493,64065
67178,96291
96291,67178
276984,303589
303589,276984
5137,18018
106200,5137
262590,59266
144422,32733
35514,72976
42777,1854
48290,1854
17647,26620
391460,3369
158193,158163
93118,7462
453348,190355
267257,3369
132408,19426
1654,174138
117037,43704
380399,3369
197061,197061
279133,302990
106558,67695
50469,50465
379031,220
106558,67695
424641,220
204768,299898
279133,302990
5550,375074
9941,94874
189570,189568
158242,200718
55537,91843
356970,176004
168293,3369
163200,14190
29010,9107
137722,9107
141628,6648
141628,6648
68633,38602
67374,65904
141628,6648
141628,6648
6707,6714
6707,6687
2480,38654
174383,128723
384490,384489
87697,36889
6642,6663
15294,11311
126462,21979
23489,349
199845,9231
148228,9816
67382,13808
53575,121423
176481,115546
91439,26051
136897,10685
94713,185220
148228,148228
210399,349
244984,22137
31651,78718
81181,2174
22339,31653
184880,11876
355932,154580
183946,22339
94713,185220
10816,885
31651,78718
161839,161849
2753,21979
22137,244984
91335,124086
56303,82763
25631,53810
259390,220830
67382,67382
52015,79268
79268,52015
39410,22236
9704,67382
197552,209404
285913,284197
17185,12751
154480,80295
180932,153851
13808,67382
10140,248823
15277,4033
53930,73709
22445,23769
22445,23769
220830,259390
356784,43
212163,677
61705,82266
115074,9191
79611,64620
91242,88
91242,88
111570,88
111189,61125
76835,16220
48385,24070
141619,160038
59177,32534
89803,89802
28067,6929
8410,2243
128580,117319
108224,24033
115054,21979
299554,358243
177145,177149
93751,14577
64355,88
74354,35729
35729,74354
22392,4566
38602,68633
77956,219842
318387,183153
38602,68633
48535,4437
42866,53755
35729,74354
245376,38602
38602,245376
53755,42866
169697,32972
14133,14167
425599,677
324955,324955
324955,324955
174412,145294
119429,67382
151571,182249
22306,87552
183905,171337
294527,216
339274,65904
204307,38602
7695,11588
171136,82974
148228,2071
136778,97579
23866,183897
299189,273865
208100,21979
65317,28676
105731,12751
1609,11588
35837,89807
413692,317
95995,38602
39852,317
35837,89807
125279,317
70013,127360
384721,358243
129505,553
125279,317
125419,212237
74778,26092
221849,221848
12751,105731
166407,122875
127927,204475
380310,12751
139898,127927
196438,3369
433800,317
50796,37582
382933,220
81838,6929
16901,35729
31084,14611
45841,4378
100771,4378
296184,317
159380,7690
14611,31084
33919,4378
154577,6674
131327,162402
4346,114251
66279,145580
22236,174459
68970,20385
156668,22814
63874,24030
216623,13603
299869,26091
216623,13603
350380,26092
150469,150468
9254,6652
50802,381
401625,2166
47270,10247
72479,72087
437035,220
160844,20327
15508,2369
47655,4490
43597,1045
176481,115546
35376,30225
439775,3369
190936,53
281405,27484
155277,18575
29417,41118
329439,174808
11315,14844
11393,11315
279541,88
166686,220
38654,50044
207995,1852
332633,6929
231725,166686
321667,321668
77616,1483
161250,121008
199165,47494
153669,88
87993,189529
162134,370476
221226,221227
410024,413635
107647,2670
8122,16981
138746,54657
35401,8122
254806,13268
292113,307292
723,1103
117636,254581
94158,6232
63983,40190
6081,16981
135186,116576
190748,12751
190748,12751
268063,18575
424314,3369
12751,190748
49179,19604
97755,220
330509,38602
38048,38028
113142,64938
2881,2866
57654,104541
193475,255211
150890,150889
104541,57654
115949,2866
255211,193475
150890,150889
244425,180596
244425,263322
41476,38508
210229,3547
23960,17145
290362,343000
11506,206905
11856,1837
173401,173400
172274,159410
173401,173400
373751,332060
150889,150890
23642,3584
111162,48163
57654,104541
158744,88
299869,89698
37685,38804
104541,57654
358015,191855
3262,43
48556,135607
162789,317
48163,48163
234502,327252
155546,11711
229839,67382
357011,3369
19570,11711
274027,11711
17346,11711
23960,17145
1043,297
162402,131327
137405,11711
34838,11991
162402,131327
131327,162402
23642,3584
162402,131327
209311,403
21132,11711
299869,89698
25771,45566
147366,23423
162402,131327
263119,86172
401899,12665
194662,13603
19604,92274
3320,57031
36093,26072
106734,37976
156339,88
26502,201500
48681,167234
313883,313882
86172,263119
34605,349
90804,349
67382,9704
34678,120719
90804,677
405634,43742
34838,19870
357942,2177
120670,4665
44086,114027
3533,35722
105229,15016
150534,42189
35729,3533
162402,131327
162766,110497
35729,35722
15688,54657
97129,43742
169567,88
79185,69578
35722,16140
162402,131327
242588,844
421931,88
9391,385
64967,71
9217,51472
28261,111852
105473,27682
69578,79185
9391,385
79185,69578
91453,239318
445421,445421
421931,88
6329,18608
31966,105951
15687,14957
17991,23423
22221,3547
202696,162402
177667,279606
140117,88
43925,9025
163166,11711
232023,124257
77822,403
92274,15687
161056,26136
41136,52920
149327,88
14957,92274
89698,110497
42069,4177
235844,220
42069,4665
221526,220
212237,125419
40996,69595
165693,3547
88207,7811
51472,198128
22221,3547
92274,3547
117234,17192
52908,25006
443538,12665
124257,232023
42172,3547
196369,3549
32534,59177
216183,349
448948,677
75857,136599
366762,677
188664,5245
165693,3547
41685,3547
50217,88
104519,15169
171423,171422
15169,104519
26398,98204
404910,220
30105,11711
91170,26398
78160,200738
26398,91170
41679,57150
41685,3547
66378,5500
11991,98204
118544,385
152140,50052
3547,41685
38865,24025
295620,220
3359,477
352201,98204
238308,326002
299869,89698
91170,26398
8391,677
148228,2071
311291,7271
53517,32315
77616,18665
167234,48681
282805,282806
119333,169521
14907,89805
16978,162857
176951,19604
409441,12389
35376,35376
18665,77616
93379,21832
33269,5500
502,511
187924,22455
77616,18665
197899,87319
104536,6072
23422,16067
309994,309995
23422,103416
138614,19153
8291,15556
84112,153606
189189,25600
24832,1289
5843,17540
30478,511
81274,84328
437266,88
322874,220
19604,103451
450036,677
21133,81366
60957,1027
114647,48746
153606,84112
450036,677
211020,26510
189189,25600
75325,284978
81274,84328
152989,31926
406997,677
260304,103447
8855,9021
253090,149786
126272,178262
227257,374
165473,165473
8855,9021
286219,33461
247455,88
450036,677
177881,5792
76605,52920
103447,260304
70491,60739
46217,12281
289042,12281
149566,5626
148228,9816
81274,84328
9036,8855
287639,4378
162402,131327
187832,677
16578,75548
130029,6585
260304,103447
283041,17692
229885,15214
340736,2280
22512,148719
22512,148719
175570,308
345714,9800
164279,133530
86903,9021
3533,3353
59896,42008
28757,3002
55539,2333
283041,137329
79175,220
428626,19604
35376,9021
195528,91899
17939,66273
195528,91899
448817,220
248696,132394
18863,3604
211323,4730
75546,77844
448817,11921
206523,5274
132394,248696
339817,220
109647,92274
49831,26458
186282,19074
97881,97882
109647,341941
109647,341941
26458,49831
19074,186282
190748,12751
132394,84112
186674,107902
333565,220
90168,64993
443538,12665
19246,222395
49207,308
410192,308
143525,64119
274995,136142
210845,303623
13968,3353
138807,79247
203555,308
448817,308
278730,308
137329,143525
13968,3353
384232,88
9217,511
18506,511
86903,9036
36982,511
53964,13820
184106,3353
455330,77395
49138,511
8855,62712
79247,138807
179322,87770
43088,39889
14511,18638
10084,61860
228914,33651
294745,308
335798,333838
179322,87770
264400,6373
42069,64867
335798,333838
338231,88
58334,308
138328,257901
131327,191140
299869,89698
318694,220
141619,69970
8247,713
30153,511
141619,69970
193111,51071
231937,90168
448817,308
202694,3547
2301,713
53920,179828
132406,84112
254345,464
141619,69970
230491,203576
424314,12665
164151,168933
160069,12751
131340,131327
81674,2517
164151,42911
256757,93971
35376,252801
29597,308
35376,252801
260650,1250
293099,50361
242999,677
445837,4730
73394,11255
231725,166686
108668,511
99357,18696
449729,220
341300,88
252236,32445
132399,93502
445655,88
27399,27399
409764,308
59424,129208
214614,135547
331624,16460
187832,3008
184449,238612
50940,5155
23414,3008
27212,98204
302648,302647
215778,17538
448817,88
162684,144971
448817,88
162684,144971
97882,97881
48746,114647
171853,302648
302647,171853
443042,220
137329,15732
55537,91843
196300,88
454397,677
193111,86805
451309,5245
26509,253910
50938,26072
204658,26486
196393,1526
189574,172668
225633,41299
103313,158865
29467,7288
298234,323526
173398,3369
193111,86805
397030,263076
57136,14615
422195,88
41281,6924
3547,202694
355252,326932
3547,349171
195861,80864
70869,292281
27983,27723
59314,31740
102459,19913
27917,43914
236416,285474
359723,359723
33642,33648
84000,153824
423163,88
9099,18550
37162,63143
219792,427600
171457,171458
185616,465
61817,27917
185616,465
37162,79687
95306,31201
217514,28514
63143,37162
364175,16313
219287,266721
63143,262279
13937,562
75095,88
53285,33849
331966,331965
69883,14611
273610,6958
409555,88
53117,53116
200004,141035
83829,5226
102502,5226
242935,69883
35738,14570
165626,165626
14588,57105
27730,34278
3120,36829
63373,31541
54319,103114
24637,289883
211011,11711
158086,158075
135259,82000
53944,13820
20971,53285
116966,13821
86898,61883
63373,31541
44446,60035
277656,99796
20971,53285
269088,269085
142168,91642
316617,16460
125857,1988
21184,2480
269085,269088
183504,2071
393920,393919
380925,55955
697,505
83384,222869
128424,61136
340776,340777
72349,1665
71167,48096
318316,82049
48096,71167
63816,72349
39124,16528
263239,677
418589,27723
1665,63816
79185,13923
114314,121820
117190,49012
202382,77726
241562,188802
340545,133284
269085,269088
212221,208585
152329,7653
27723,418589
126892,19
82150,130183
52941,52908
279845,20971
433942,88
20971,279845
277656,99796
79156,79168
121586,5226
419141,11546
52908,52941
126272,113367
31709,20971
59424,98867
20971,31709
92599,29988
145237,677
79194,79156
116438,217514
225633,41299
12468,23713
63765,90990
10385,550
77555,9021
4381,6882
60035,44446
12468,23713
414313,3369
185397,364689
9398,12751
155513,3810
57769,219410
204768,299898
89381,89380
361904,3369
151450,105244
20971,279847
83384,222869
31084,99982
137329,165843
441379,220
69648,254710
4490,47655
79156,51385
166720,6660
241645,7690
183592,169560
376941,245223
177572,68285
228,233
31026,89199
58068,14615
79783,12281
189861,60739
144474,144476
245223,376941
104208,69902
376941,245223
20971,61524
144997,16856
14721,13820
168586,92243
83640,374
232010,232002
27723,550
91843,55537
127399,106316
87349,12281
159000,69476
115393,112185
298959,355641
20971,30831
50940,113779
12751,9398
304175,140180
97635,83921
76630,76637
140180,304175
285647,220
164338,164339
15741,1665
120339,185454
282910,12281
128927,114673
204768,299898
107383,12281
118147,60021
255706,3369
104770,91430
64833,44086
181756,45082
340343,61508
101304,101304
217719,220
347353,1988
8855,8604
32037,90830
51364,66371
263076,397030
44086,64833
5753,147396
14167,14173
69883,242935
6940,511
124546,1999
69883,242935
81181,81183
40245,8283
211600,1999
1902,308
25733,143844
140644,2565
149046,91430
102956,101952
113779,50940
75121,15799
245297,227211
9792,54275
215662,348898
228000,1999
61508,62232
211011,51205
438096,3369
35383,15483
5537,94713
22446,349
18065,1988
37384,25180
94713,5537
288300,200085
82658,349
217514,198337
172966,349
416019,416017
322141,26486
140644,2565
216048,144478
448817,11921
287480,3369
21267,30091
12751,6940
36158,36157
51071,35731
2563,2569
428368,11792
112617,30831
140081,198896
177117,177120
114377,349
400292,46715
79185,70276
247011,3979
228184,228183
228183,228184
228182,228183
279690,227447
89377,89380
151707,104500
62618,1665
147524,91430
53822,91430
172469,1999
279690,227447
288343,74224
214444,213089
62618,1665
279690,227447
195552,3369
177881,132586
29131,46715
26944,15954
177881,132586
44682,8296
62733,20971
177881,132586
32037,90830
8374,10691
177881,132586
177376,60465
12281,158326
177881,132586
57982,238716
52940,349
8374,42182
105562,60465
184334,1999
409720,43742
308479,59612
177517,8296
43867,46535
1593,120908
246415,120908
242935,69883
45755,12281
336883,120908
177376,60465
40474,32948
68308,68308
303623,210845
101238,37162
96536,12281
433986,677
62733,20971
64327,34971
151609,18511
214161,90039
82322,119326
60465,298306
364474,364474
253243,88
425002,220
282620,324997
51230,21485
109036,173700
399538,46715
287185,4730
20971,62733
193293,88
65993,181941
270530,3369
242935,69883
453890,88
20971,279848
234388,1988
99879,30374
161580,14809
90325,6940
248852,344341
40744,43310
277157,387
108568,108573
78114,43848
97635,83921
26289,323
5155,323
368249,378054
355678,355681
4490,47655
355678,355681
344341,248852
291027,78114
222484,89043
378352,88
76365,6940
505,697
88095,323
390300,5245
43848,78114
222484,89043
291027,78114
88095,323
222484,89043
56426,6940
6072,21184
78114,291027
329679,220
16460,402886
391750,387
291027,78114
269032,120908
306213,220
402026,402028
157043,37964
112699,106316
222755,35652
53962,15489
441706,120908
55664,26455
376144,376146
215276,9798
13235,43347
66371,51364
181755,5989
66371,51364
20971,79100
200595,92293
30311,5989
231957,252658
314236,14611
69970,141624
314236,14611
79100,20971
62733,20971
48485,5948
283825,90718
175065,2014
178145,88
231957,252658
153249,31887
138860,138860
310872,310870
29209,11840
317578,211323
210229,13820
90718,283825
175065,677
90718,283825
45853,20848
120398,317
90718,283825
9021,10817
90718,283825
156398,122016
224777,357757
10817,9021
416588,2014
395223,206
228123,98204
15294,14829
48455,5948
228724,228723
142478,2014
330510,330509
90718,283825
46530,224959
52293,32118
253982,1988
13754,88
144476,144474
13754,88
366904,7215
144476,144474
221874,19
26398,80087
409238,3369
76309,70757
70757,76309
407144,14611
97501,54218
25088,2014
108123,220
382746,220
165,18602
15483,35383
173400,18097
54218,97501
78133,93529
130246,265566
769,220
69788,73034
363156,450850
190181,52354
66644,110903
244407,88
115920,47397
449725,3235
244407,88
136608,290644
330698,292660
330698,292660
51449,6612
171828,81614
179322,87770
65305,33648
6940,56023
169315,151688
191533,59
138766,59025
64180,16549
447934,2177
369187,387
60966,26239
67190,31903
26486,322141
341941,109647
143548,69648
139941,139942
455413,88
4665,176528
394411,394845
425629,7690
142856,91430
77778,377461
70275,2169
143548,69648
302393,302395
269149,220
340365,7639
302393,302395
143548,69648
207711,80101
418902,362260
2294,2320
159066,9986
113705,39581
314541,6971
111105,129456
6150,1852
357734,308
298853,298854
129456,111105
197061,197061
140383,165
329679,42324
318488,265704
61075,88
8460,327
342537,277615
62334,232443
272319,179809
70275,511
30355,98982
39948,327
17538,254780
93751,78
179809,272319
307940,146283
371841,3300
56203,60662
9021,8740
158082,158075
259237,3547
5143,75598
79457,141049
40957,220
124076,34605
109994,92274
141049,79457
409455,3369
165429,16460
96202,5143
8454,30355
18602,165
130151,321035
420244,54207
3347,15120
163156,67910
450176,450175
69597,231601
63652,46715
305946,305945
231601,69597
167376,139524
168572,171020
69597,231601
139524,167376
445661,46715
93751,2671
178265,171020
94436,8
89341,5500
167376,139524
167376,139524
164167,80900
298257,220
69340,111029
80900,164167
31887,153249
54242,26031
180459,56968
111029,69340
445661,46715
126272,2687
114230,114207
138522,161057
424350,3369
69340,111029
389,12824
139524,167376
72639,5500
7149,7230
12824,389
84223,12824
41146,7230
85424,47470
40188,5137
40190,40188
282718,34312
47245,6338
167376,65292
109647,92274
324955,324955
255502,99822
167376,65292
439859,282931
266766,266765
432960,11139
342130,3369
54872,12824
80896,55527
116797,5226
364376,184615
215231,62099
64950,2014
96459,14857
54730,8
172138,109897
162897,93713
85423,85424
109897,172138
7614,94406
76542,1163
151069,134504
93103,4412
1152,9731
101718,127397
31887,153249
134504,151069
10134,10383
10134,10383
85423,85424
75985,4435
147661,19502
63091,63093
62095,99549
18666,11118
327996,65239
306375,171020
64975,51307
85983,42799
283004,283005
47470,85424
93378,47470
181755,109967
448817,220
283004,283005
370136,220
435155,120908
374045,6971
43189,119181
69005,308240
28957,9107
120063,88
58329,2479
184677,157884
118365,78
2571,2479
214433,5245
133132,5245
439249,16462
145761,97778
202011,335
346917,3369
380548,5245
355730,220
417350,220
141619,194507
152531,136575
229057,5245
8740,9021
81674,2517
180459,5245
293284,293283
268954,335
8734,8740
246929,246930
194507,141619
84219,138766
432935,335
6585,130029
49837,22016
127927,139898
16278,238076
138766,59025
65100,62712
167296,220
136575,152531
260664,260665
454877,5245
360368,360368
231469,5245
197061,197061
136575,152531
51400,2517
363100,2014
260665,260664
405408,5245
204768,299898
55262,138946
111325,282758
55262,138946
33993,4514
31436,4514
293741,220
64367,511
4482,4514
4482,4514
373751,332060
318341,2266
62818,6585
4561,31436
50464,100777
132819,53421
81766,5500
133145,4514
269631,8
43347,13235
133145,4561
175328,5664
448385,677
108391,7690
132404,132394
133145,4561
181044,6585
134152,5245
181044,6585
210850,53940
15294,373297
127559,115497
6585,181044
395468,2671
454554,42112
15294,373297
75877,122591
46710,20314
66132,79126
51886,11342
177107,29542
251638,138464
222083,4974
19132,56121
312258,60156
200265,110497
15294,373297
267269,132404
238134,5245
348035,348036
255689,138
37933,9776
350209,118996
123689,76097
66132,79126
257594,160265
118729,6585
151541,151541
218038,8
271255,220962
315594,220
6585,118729
145028,51429
15294,373297
183049,84112
55805,5437
20292,99861
388670,36982
22470,35726
454554,42112
134304,7690
175175,88
70271,81644
81674,22470
10816,70236
81674,22470
350267,294919
93147,9952
10091,894
9952,93147
209886,12462
326024,138
326002,677
220688,5136
83695,677
290093,677
40245,29721
262964,298337
180672,677
52164,35015
37274,677
334182,7690
95656,2179
35632,677
186433,136170
98458,43864
161578,140117
447934,677
277950,677
28891,5460
157432,677
86352,121433
263373,677
110390,32853
155084,186008
186433,136170
36436,42173
409677,677
382396,382396
253069,242244
186008,155084
136170,186433
90578,178395
178395,90578
256691,677
267979,90578
29721,40245
186433,136170
327935,2177
362260,418902
178563,319188
77866,410992
53968,2177
7133,71430
89295,2177
10931,10928
151085,67156
158333,96180
13649,3419
186008,155084
215993,24532
215682,47666
401234,12510
119314,119326
88278,13808
427207,317
60941,3419
86846,191335
263651,247222
15328,104
15328,104
172022,3419
399267,38602
90274,35376
433360,3419
86769,10091
300333,677
418332,30799
418332,30799
109531,84644
70536,4177
43615,124774
11388,4368
445188,2177
218865,182204
418715,418715
100411,677
216515,677
298678,5245
22445,23769
185571,3419
63803,60651
195537,8395
210778,3419
249365,127878
63803,60651
3419,293489
227353,227353
152385,677
53478,63486
301601,34084
6241,200198
435497,677
108573,108568
106752,3533
282476,6940
5184,80111
677,152385
369095,14662
52897,52882
44255,104
46811,7322
19138,3419
171378,10928
235392,178073
35376,90274
34923,14577
417671,3419
310768,174061
178073,235392
35376,90274
11692,13795
23769,22445
130025,88
120720,120719
130025,88
186796,35371
55538,22814
22814,20262
2247,21538
172599,172593
5859,5843
83196,34249
119396,43995
22814,55538
37753,3533
173467,380827
382380,677
412065,28174
22814,55538
16990,12751
75711,35723
214181,677
91831,677
452043,677
369779,677
264666,677
384811,677
19072,15401
399767,399768
16141,35723
154228,677
284678,677
247467,3419
81715,677
100411,677
366423,51689
286624,677
234931,677
400049,317
226043,677
89629,946
15752,677
398911,3419
69109,47220
432444,677
94296,677
234909,677
186337,7533
47596,19006
81731,677
15304,677
5799,5859
288730,68206
145750,677
59870,75785
50620,19265
14588,49154
75785,59870
59893,6940
251706,366752
44271,6080
435920,76592
396581,7363
339476,339475
411302,1988
396007,677
44633,92410
323424,20150
23486,677
398256,677
35729,35723
384804,677
264024,677
34926,31698
31698,34926
455528,11328
358393,44456
57967,102393
383321,3419
358832,366423
47697,194357
286533,88
399980,677
128709,95629
251706,366752
72466,10922
208597,208595
163900,163902
125056,134967
303005,677
316144,316145
121536,677
233335,178672
178672,233335
382858,21979
89781,32796
6150,553
57105,14588
556,529
303241,303240
438765,677
119089,100512
50979,677
77574,98637
91275,10269
166972,3419
49154,57105
296053,42112
5226,42172
162381,140928
206803,3419
4440,323
268801,677
36093,450207
191347,49601
276464,2177
42172,5226
278853,278853
10269,91275
212354,26489
3533,13808
425051,677
5226,147804
210451,27027
359496,281987
56303,28996
341768,148501
398256,317
277101,88
74506,88
165526,44446
427770,13795
121422,22006
67476,67496
35723,3533
253198,677
13808,54258
122274,33355
138946,55262
36093,10154
55262,138946
409131,93376
332869,8296
70013,175524
26566,25440
93751,5226
201362,80099
146894,12473
138946,55262
321145,198031
55262,138946
322638,677
3533,35723
62863,3419
40306,14650
227353,227353
340712,107747
185323,20971
47160,14650
248679,25440
340712,107747
39124,40253
219921,677
52490,52475
171538,104538
216655,68285
278811,37502
212323,88
11223,19258
36093,10154
364965,74247
36093,10154
77551,77545
208863,433361
311694,173288
56667,35248
13808,13778
278649,14590
163902,163900
39889,18142
82238,40253
33121,2402
121074,75929
35625,145761
75929,121074
40838,5859
375115,61508
217255,3419
13808,13778
299096,78503
204768,299898
219007,449141
131500,2417
41353,29029
360368,360368
98762,98778
291184,677
70883,207336
64239,40253
233208,101684
24038,24055
278585,310370
101684,233208
193339,1271
309793,215587
328136,136914
48830,80622
74247,364965
420793,317
396594,16533
13808,13778
14748,87552
146982,12281
398446,206
119559,18771
161244,111624
119131,92336
122807,67170
95986,120719
182356,63597
39124,88
353102,353103
401514,237277
428548,220
107050,88
150527,2249
133513,3419
188238,162402
250794,7690
280961,3419
406640,318856
424654,8077
21097,174365
216447,317862
375707,341611
214812,3549
258807,5792
66755,171892
53964,3547
162402,188238
214262,110346
162402,188238
454066,88
214262,110346
36436,80787
79775,66599
32243,11850
406640,318856
211395,51501
55046,265041
299868,422
406640,318856
162402,1988
375467,378975
23975,17145
49917,23619
339274,65904
135001,295304
54410,51280
43554,36093
50218,126535
43554,36093
35376,1988
126272,45014
404819,138
250952,23694
43554,41733
41336,124521
134367,6148
23619,49917
54410,51280
345719,387946
190181,360845
453850,1988
182906,16358
432743,111687
162402,131327
9190,1526
387946,34248
147804,13808
212798,1430
35729,13808
23407,71497
74218,241617
42172,13808
70832,69395
401907,677
50218,8855
89805,35729
69395,70832
23422,46092
162046,105232
101034,196856
2377,28737
215114,8
4367,13808
35729,35723
162407,253190
12030,8006
20923,34236
119825,102390
56303,423163
79644,177799
7690,250794
44154,20327
32796,13808
385053,220
35729,35723
227759,10815
135803,233448
62279,7797
14779,7797
144100,144099
91790,28854
213944,151023
180736,47756
103986,7690
433986,677
61508,375115
7686,104232
144099,144100
78701,13808
144100,144099
3533,35729
21372,14833
144099,144100
53013,42239
15231,77194
74036,40150
123517,111728
21372,14833
292088,26175
55761,109163
220380,102982
93502,257186
58124,21097
225566,310943
128422,57987
407875,407875
16141,22487
42342,147636
425368,93502
216056,88
153265,112782
10264,11337
345719,387946
375538,228932
41792,10179
161775,167098
99548,327
83921,97635
249802,57987
74036,40150
127513,23769
360192,396390
286567,216056
216271,144099
104541,57654
57065,78894
89280,89285
47655,4490
372833,139082
122537,28205
200757,3419
110903,13808
67382,98204
352824,3369
165626,463
111728,123517
116701,6644
144100,144099
205257,3603
295857,361219
138488,17173
171750,3972
115246,34236
138488,17173
32524,53920
267986,3419
142755,137992
398636,360905
144099,144100
375538,228932
149327,88
92802,246742
91995,24532
441892,81102
295857,361219
111358,93502
249845,677
304715,291094
24091,12281
23769,127513
249845,216
162729,40997
291094,304715
291682,35025
16772,2153
274344,88
449337,2153
194655,2153
442493,2153
419796,2153
95693,16772
167131,50661
42182,42172
23567,2153
3603,205257
64745,2153
123517,111728
416403,2153
326072,326072
100049,100049
326072,298957
279966,2153
300465,12281
111728,123517
304714,304715
92802,246742
23358,13808
164883,2153
177175,317
355924,27860
323348,2153
155076,167098
42370,2153
376602,220
67382,12751
317862,216447
373937,3369
12751,67382
277831,100223
121083,26943
237922,237922
66060,30639
391497,12281
356553,98204
91510,2153
67484,2153
100223,277831
436486,3604
170536,28991
379869,379870
440850,69891
304714,304715
126728,26755
413601,442094
139082,372833
62042,11125
121074,75929
442094,413601
413601,442094
183504,49578
44728,3419
171904,64489
216056,286567
2373,138488
73006,34089
32445,199543
7811,22451
169047,1430
25006,52908
84112,132394
141816,17871
25006,52908
1432,169047
19258,2153
40936,18570
446396,88
446396,88
262256,163761
13900,70497
254551,30513
319616,182363
110006,12475
32445,199543
3524,47470
23105,1443
217621,2153
171366,2153
86773,11498
87810,23769
87810,23769
19258,237827
42335,9351
76598,49578
296905,296904
127869,88
2175,13808
164883,2417
341649,350169
144933,13603
232893,232892
5149,7963
177892,7275
341649,350169
451377,3419
375137,388025
232893,232892
235498,349
327935,2417
22472,349
73319,70518
88349,47095
202616,80954
41507,349
379869,379870
152579,349
51071,12477
96724,288445
26175,292088
157617,349
454161,12265
7238,42831
69891,69883
247803,349
63363,31549
69883,242935
35370,167076
22345,349
143134,220
156668,22814
234106,141687
354174,677
365170,51160
42172,15489
177997,28652
171983,220
332490,332489
89805,6765
402028,402026
387267,117287
377349,3369
105990,57122
297539,220
309526,438153
179276,40323
58052,357859
131327,162402
455429,8942
131228,131231
236826,22723
54608,347449
369112,127975
55884,55885
437601,21537
91641,349
55857,53920
133726,114027
139000,2153
6765,89805
52940,52030
244222,11571
90083,52919
322391,316449
29135,349
117878,90083
76666,52909
93049,11466
201177,161176
313578,313577
358191,395146
6241,53930
93314,121293
132304,67382
82117,90083
322391,316449
101569,46578
322391,316449
93314,121293
369112,127975
433215,220
407833,88
278811,278804
93314,121293
149190,84874
