N_NATIONKEY,N_NAME,N_REGIONKEY,N_COMMENT,S_SUPPKEY,S_NAME,S_ADDRESS,S_NATIONKEY,S_PHONE,S_ACCTBAL,S_COMMENT,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
5,529057841,0,890382161,2,549623314,849027485,5,58126162,403268,958596215,85,1001770604,231357394,5,608676529,338664,373412815,725868244,69,85,330563436,16217623,34487,483467692,205578871,0,39198612,69,93,6,5,4200,4170978,7,4,378580043,330563436,34544,34539,34572,749443834,1001693018,207198439
5,529057841,0,890382161,2,549623314,849027485,5,58126162,403268,958596215,85,1001770604,231357394,5,608676529,338664,373412815,725868244,69,85,330563436,16217623,34487,483467692,205578871,0,39198612,69,19,3,6,2300,2113723,5,0,449642453,330563436,34608,34550,34629,106211174,407419891,132842238
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,65,281052985,65225523,23,531840509,879516,701940545,1044095204,70,65,330563436,8465180,34319,527479233,541998956,0,944964242,70,65,2,1,800,772048,3,8,378580043,330563436,34344,34390,34346,862871618,944913022,240160102
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,65,281052985,65225523,23,531840509,879516,701940545,1044095204,70,65,330563436,8465180,34319,527479233,541998956,0,944964242,70,197,10,2,1300,1426347,6,6,449642453,330563436,34394,34376,34417,785149710,365042431,683835136
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,65,281052985,65225523,23,531840509,879516,701940545,1044095204,70,65,330563436,8465180,34319,527479233,541998956,0,944964242,70,180,8,3,100,108018,3,5,378580043,330563436,34358,34396,34360,862871618,250142940,926388786
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,65,281052985,65225523,23,531840509,879516,701940545,1044095204,70,65,330563436,8465180,34319,527479233,541998956,0,944964242,70,46,9,4,1100,1040644,1,5,449642453,330563436,34408,34408,34418,106211174,431484053,577862594
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,65,281052985,65225523,23,531840509,879516,701940545,1044095204,70,65,330563436,8465180,34319,527479233,541998956,0,944964242,70,38,9,5,3700,3470711,9,4,378580043,330563436,34376,34407,34384,785149710,431484053,23608385
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,65,281052985,65225523,23,531840509,879516,701940545,1044095204,70,65,330563436,8465180,34319,527479233,541998956,0,944964242,70,56,8,6,1900,1816495,6,3,449642453,330563436,34358,34380,34369,862871618,407419891,224453187
1,559044011,1,1004765669,3,458785,31140224,1,73682198,419239,154263564,106,864562228,957626520,1,147772690,328842,797027742,268933212,98,106,330563436,5100444,34600,382018914,870050430,0,1041443412,98,41,2,1,2800,2634912,6,7,449642453,330563436,34690,34630,34713,785149710,1001693018,525658321
1,559044011,1,1004765669,3,458785,31140224,1,73682198,419239,154263564,106,864562228,957626520,1,147772690,328842,797027742,268933212,98,106,330563436,5100444,34600,382018914,870050430,0,1041443412,98,110,7,2,100,101011,0,0,449642453,330563436,34667,34678,34681,749443834,86983390,981678342
1,559044011,1,1004765669,3,458785,31140224,1,73682198,419239,154263564,106,864562228,957626520,1,147772690,328842,797027742,268933212,98,106,330563436,5100444,34600,382018914,870050430,0,1041443412,98,45,6,3,1400,1323056,5,2,449642453,330563436,34696,34658,34724,785149710,365042431,563210860
1,559044011,1,1004765669,3,458785,31140224,1,73682198,419239,154263564,106,864562228,957626520,1,147772690,328842,797027742,268933212,98,106,330563436,5100444,34600,382018914,870050430,0,1041443412,98,168,9,4,1000,1068160,3,3,449642453,330563436,34628,34644,34645,785149710,250142940,503514793
14,188440933,0,29958364,6,564123676,816784291,14,177982233,136579,447900922,89,468529770,948964647,14,106551305,153076,373412815,1009632679,99,89,330563436,9232679,34404,483467692,1066954898,0,508578232,99,88,9,1,1000,988079,2,1,449642453,330563436,34470,34486,34475,785149710,250142940,453930383
14,188440933,0,29958364,6,564123676,816784291,14,177982233,136579,447900922,89,468529770,948964647,14,106551305,153076,373412815,1009632679,99,89,330563436,9232679,34404,483467692,1066954898,0,508578232,99,124,5,2,500,512060,2,7,378580043,330563436,34458,34480,34472,862871618,250142940,927920660
14,188440933,0,29958364,6,564123676,816784291,14,177982233,136579,447900922,89,468529770,948964647,14,106551305,153076,373412815,1009632679,99,89,330563436,9232679,34404,483467692,1066954898,0,508578232,99,135,1,3,4200,4347546,2,2,449642453,330563436,34441,34470,34442,106211174,250142940,977783448
14,188440933,0,29958364,6,564123676,816784291,14,177982233,136579,447900922,89,468529770,948964647,14,106551305,153076,373412815,1009632679,99,89,330563436,9232679,34404,483467692,1066954898,0,508578232,99,109,2,4,3600,3632760,9,2,449642453,330563436,34517,34439,34543,749443834,365042431,134028994
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,148,120951395,335387568,11,608291700,213560,750198692,672328102,100,148,777177650,14131101,35852,483467692,294637636,0,575004302,100,63,4,1,2800,2696568,4,5,146356532,777177650,35921,35926,35951,785149710,86983390,837144972
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,148,120951395,335387568,11,608291700,213560,750198692,672328102,100,148,777177650,14131101,35852,483467692,294637636,0,575004302,100,116,10,2,2200,2235442,0,7,146356532,777177650,35968,35895,35973,749443834,407419891,833611073
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,148,120951395,335387568,11,608291700,213560,750198692,672328102,100,148,777177650,14131101,35852,483467692,294637636,0,575004302,100,47,4,3,4600,4356384,3,4,146356532,777177650,35915,35893,35935,862871618,407419891,1045398435
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,148,120951395,335387568,11,608291700,213560,750198692,672328102,100,148,777177650,14131101,35852,483467692,294637636,0,575004302,100,39,10,4,1400,1314642,6,3,146356532,777177650,35935,35914,35947,785149710,431484053,309803000
11,319240162,4,108891028,5,64952534,366176741,11,103869805,-28383,275262022,148,120951395,335387568,11,608291700,213560,750198692,672328102,100,148,777177650,14131101,35852,483467692,294637636,0,575004302,100,54,6,5,3700,3529985,5,0,146356532,777177650,35858,35899,35883,862871618,86983390,669593247
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,102,1,777177650,11395489,35557,919150108,331501688,0,104229044,102,89,10,1,3700,3659596,6,0,146356532,777177650,35633,35642,35647,862871618,407419891,713217198
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,102,1,777177650,11395489,35557,919150108,331501688,0,104229044,102,170,5,2,3400,3638578,3,8,146356532,777177650,35649,35637,35666,862871618,407419891,66389849
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,102,1,777177650,11395489,35557,919150108,331501688,0,104229044,102,183,4,3,2500,2707950,1,1,146356532,777177650,35640,35633,35657,106211174,250142940,82521107
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,102,1,777177650,11395489,35557,919150108,331501688,0,104229044,102,62,7,4,1500,1443090,7,7,146356532,777177650,35581,35622,35583,749443834,407419891,148856520
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,31,855445084,1027402851,23,969728011,523689,750198692,449809331,103,31,777177650,9556395,35234,483467692,554124614,0,674303139,103,195,9,1,600,657114,3,5,146356532,777177650,35347,35269,35364,106211174,944913022,474926244
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,31,855445084,1027402851,23,969728011,523689,750198692,449809331,103,31,777177650,9556395,35234,483467692,554124614,0,674303139,103,11,5,2,3700,3370737,2,7,146356532,777177650,35323,35271,35326,862871618,431484053,966363462
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,31,855445084,1027402851,23,969728011,523689,750198692,449809331,103,31,777177650,9556395,35234,483467692,554124614,0,674303139,103,29,10,3,2300,2136746,1,4,146356532,777177650,35317,35324,35332,106211174,944913022,698774868
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,31,855445084,1027402851,23,969728011,523689,750198692,449809331,103,31,777177650,9556395,35234,483467692,554124614,0,674303139,103,30,9,4,3200,2976096,1,7,146356532,777177650,35274,35281,35279,106211174,250142940,358416912
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,109,10,1,4700,4742770,6,8,146356532,777177650,35111,35063,35118,785149710,250142940,538830611
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,199,3,2,2100,2308299,0,7,146356532,777177650,35104,35074,35106,749443834,407419891,107853490
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,158,10,3,3300,3491894,2,0,146356532,777177650,35065,35022,35094,862871618,431484053,948925550
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,68,7,4,3400,3291404,2,3,146356532,777177650,35074,35081,35098,106211174,86983390,753525063
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,137,8,5,2000,2074259,1,4,146356532,777177650,35087,35021,35102,106211174,431484053,447886411
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,115,5,6,1300,1319643,4,2,146356532,777177650,35013,35053,35018,106211174,944913022,422105013
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,109,10,1,4700,4742770,6,8,146356532,777177650,35111,35063,35118,785149710,250142940,538830611
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,199,3,2,2100,2308299,0,7,146356532,777177650,35104,35074,35106,749443834,407419891,107853490
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,158,10,3,3300,3491894,2,0,146356532,777177650,35065,35022,35094,862871618,431484053,948925550
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,68,7,4,3400,3291404,2,3,146356532,777177650,35074,35081,35098,106211174,86983390,753525063
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,137,8,5,2000,2074259,1,4,146356532,777177650,35087,35021,35102,106211174,431484053,447886411
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,61,754492610,99266246,17,63893436,153624,373412815,1071371457,135,61,777177650,17456988,34991,483467692,256817874,0,949944076,135,115,5,6,1300,1319643,4,2,146356532,777177650,35013,35053,35018,106211174,944913022,422105013
10,185743883,4,261867689,9,895777001,658451645,10,73320802,530237,726765942,16,606299054,831166561,10,851711143,468103,373412815,551498780,162,16,777177650,215813,34825,1030545334,313781122,0,160305293,162,190,1,1,200,218038,2,1,146356532,777177650,34942,34865,34948,785149710,944913022,554029173
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,164,1,330563436,20266052,33896,527479233,128788123,0,748867442,164,92,4,1,2600,2579434,9,4,449642453,330563436,33971,33927,33974,106211174,250142940,231897398
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,164,1,330563436,20266052,33896,527479233,128788123,0,748867442,164,19,6,2,2400,2205624,5,5,378580043,330563436,33958,33933,33973,106211174,365042431,952238784
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,164,1,330563436,20266052,33896,527479233,128788123,0,748867442,164,126,9,3,3800,3899256,3,6,378580043,330563436,33940,33929,33969,862871618,365042431,766872229
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,164,1,330563436,20266052,33896,527479233,128788123,0,748867442,164,18,2,4,3200,2937632,5,1,378580043,330563436,33957,33959,33964,785149710,250142940,768970311
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,164,1,330563436,20266052,33896,527479233,128788123,0,748867442,164,148,1,5,4300,4507002,6,1,378580043,330563436,33932,33970,33944,785149710,250142940,837741390
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,164,1,330563436,20266052,33896,527479233,128788123,0,748867442,164,109,10,6,2700,2724570,10,4,378580043,330563436,33959,33983,33977,749443834,365042431,411672624
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,1,344882864,682453024,15,684099442,71156,1028181460,960303019,164,1,330563436,20266052,33896,527479233,128788123,0,748867442,164,4,7,7,2300,2079200,9,4,449642453,330563436,33909,33938,33918,106211174,1001693018,328073626
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,167,121,330563436,5298223,33971,483467692,255557624,0,810637680,167,102,3,1,2800,2805880,6,1,378580043,330563436,34017,34014,34029,749443834,86983390,5302543
17,145165669,1,127423842,1,792906294,317827973,17,971385163,575594,622797579,121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,167,121,330563436,5298223,33971,483467692,255557624,0,810637680,167,172,2,2,2700,2894859,9,0,378580043,330563436,34088,34057,34118,862871618,944913022,710785741
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,167,121,330563436,5298223,33971,483467692,255557624,0,810637680,167,102,3,1,2800,2805880,6,1,378580043,330563436,34017,34014,34029,749443834,86983390,5302543
17,145165669,1,127423842,8,292608994,956262271,17,801108420,762785,918253410,121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,167,121,330563436,5298223,33971,483467692,255557624,0,810637680,167,172,2,2,2700,2894859,9,0,378580043,330563436,34088,34057,34118,862871618,944913022,710785741
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,65,281052985,65225523,23,531840509,879516,701940545,1044095204,196,65,330563436,3324804,34043,919150108,708541068,0,798644654,196,136,7,1,1900,1968647,3,2,378580043,330563436,34074,34114,34087,106211174,407419891,837986819
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,65,281052985,65225523,23,531840509,879516,701940545,1044095204,196,65,330563436,3324804,34043,919150108,708541068,0,798644654,196,10,3,2,1500,1365015,3,4,449642453,330563436,34153,34095,34154,862871618,407419891,497655333
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,197,34,836745293,10029007,34794,919150108,294727845,0,244723459,197,99,1,1,3900,3896451,2,4,146356532,777177650,34899,34879,34923,862871618,365042431,458395352
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,197,34,836745293,10029007,34794,919150108,294727845,0,244723459,197,178,8,2,800,862536,9,2,449642453,330563436,34804,34879,34814,749443834,407419891,729247598
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,197,34,836745293,10029007,34794,919150108,294727845,0,244723459,197,156,4,3,1700,1795455,6,2,146356532,777177650,34911,34871,34912,785149710,1001693018,917410377
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,197,34,836745293,10029007,34794,919150108,294727845,0,244723459,197,18,5,4,2500,2295025,4,1,146356532,330563436,34861,34840,34872,862871618,944913022,924192486
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,197,34,836745293,10029007,34794,919150108,294727845,0,244723459,197,42,9,5,1400,1318856,9,1,378580043,330563436,34825,34841,34829,862871618,250142940,828843678
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,197,34,836745293,10029007,34794,919150108,294727845,0,244723459,197,106,1,6,100,100610,7,5,146356532,777177650,34893,34869,34920,785149710,250142940,722477264
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,53,1039100764,494421651,15,378811987,411364,750198692,860477758,199,53,777177650,8059244,35129,919150108,76111576,0,165631255,199,133,9,1,5000,5165650,2,0,146356532,777177650,35226,35217,35248,749443834,431484053,270051312
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,53,1039100764,494421651,15,378811987,411364,750198692,860477758,199,53,777177650,8059244,35129,919150108,76111576,0,165631255,199,134,5,2,3000,3102390,8,5,146356532,777177650,35149,35212,35167,106211174,86983390,936322287
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,225,34,836745293,16589047,34842,382018914,820249550,0,305969001,225,172,3,1,400,428868,9,7,146356532,777177650,34914,34928,34943,862871618,407419891,74996037
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,225,34,836745293,16589047,34842,382018914,820249550,0,305969001,225,131,7,2,300,309339,0,8,146356532,777177650,34903,34886,34926,749443834,1001693018,501914826
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,225,34,836745293,16589047,34842,382018914,820249550,0,305969001,225,199,2,3,4500,4946355,6,1,146356532,777177650,34926,34929,34939,862871618,944913022,357162575
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,225,34,836745293,16589047,34842,382018914,820249550,0,305969001,225,147,4,4,2400,2513136,0,6,146356532,777177650,34963,34914,34986,785149710,431484053,771707248
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,225,34,836745293,16589047,34842,382018914,820249550,0,305969001,225,8,5,5,3100,2814800,4,6,146356532,777177650,34869,34902,34882,862871618,944913022,1033011883
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,225,34,836745293,16589047,34842,382018914,820249550,0,305969001,225,132,8,6,1200,1238556,0,0,449642453,330563436,34852,34893,34856,785149710,431484053,577247013
15,962519746,0,265433381,4,829353804,938198330,15,991041614,464108,693080424,34,3104980,1067983329,15,829251106,858970,750198692,421313236,225,34,836745293,16589047,34842,382018914,820249550,0,305969001,225,142,1,7,4400,4585416,10,6,146356532,777177650,34962,34925,34992,106211174,1001693018,294125113
5,529057841,0,890382161,2,549623314,849027485,5,58126162,403268,958596215,10,798437489,808791061,5,205635831,275354,750198692,908197369,227,10,777177650,4607646,35011,527479233,650627696,0,366661554,227,166,1,1,1900,2025704,5,6,146356532,777177650,35041,35092,35057,106211174,250142940,998402576
5,529057841,0,890382161,2,549623314,849027485,5,58126162,403268,958596215,10,798437489,808791061,5,205635831,275354,750198692,908197369,227,10,777177650,4607646,35011,527479233,650627696,0,366661554,227,175,3,2,2400,2580408,7,7,146356532,777177650,35096,35055,35105,785149710,407419891,1055284558
1,559044011,1,1004765669,3,458785,31140224,1,73682198,419239,154263564,106,864562228,957626520,1,147772690,328842,797027742,268933212,260,106,777177650,17929214,35407,1030545334,173315518,0,348464930,260,156,7,1,5000,5280750,7,8,146356532,777177650,35511,35468,35538,862871618,1001693018,52191172
1,559044011,1,1004765669,3,458785,31140224,1,73682198,419239,154263564,106,864562228,957626520,1,147772690,328842,797027742,268933212,260,106,777177650,17929214,35407,1030545334,173315518,0,348464930,260,183,4,2,2600,2816268,2,7,146356532,777177650,35409,35465,35412,106211174,86983390,311702119
1,559044011,1,1004765669,3,458785,31140224,1,73682198,419239,154263564,106,864562228,957626520,1,147772690,328842,797027742,268933212,260,106,777177650,17929214,35407,1030545334,173315518,0,348464930,260,42,1,3,2700,2543508,5,8,146356532,777177650,35510,35474,35540,862871618,250142940,480636283
1,559044011,1,1004765669,3,458785,31140224,1,73682198,419239,154263564,106,864562228,957626520,1,147772690,328842,797027742,268933212,260,106,777177650,17929214,35407,1030545334,173315518,0,348464930,260,6,1,4,2900,2627400,10,6,146356532,777177650,35502,35442,35531,106211174,431484053,766629672
1,559044011,1,1004765669,3,458785,31140224,1,73682198,419239,154263564,106,864562228,957626520,1,147772690,328842,797027742,268933212,260,106,777177650,17929214,35407,1030545334,173315518,0,348464930,260,96,9,5,4400,4382796,1,5,146356532,777177650,35513,35462,35537,749443834,431484053,909548689
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,31,855445084,1027402851,23,969728011,523689,750198692,449809331,262,31,777177650,10844384,35026,483467692,199031980,0,301414802,262,192,3,1,3900,4259541,1,5,146356532,777177650,35077,35111,35090,785149710,250142940,924649841
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,31,855445084,1027402851,23,969728011,523689,750198692,449809331,262,31,777177650,10844384,35026,483467692,199031980,0,301414802,262,61,6,2,3300,3171498,9,3,146356532,777177650,35132,35093,35149,862871618,365042431,665076354
23,536896580,3,94114815,7,11315813,791810943,23,1051077640,682035,798884201,31,855445084,1027402851,23,969728011,523689,750198692,449809331,262,31,777177650,10844384,35026,483467692,199031980,0,301414802,262,59,1,3,3500,3356675,5,8,146356532,777177650,35134,35107,35164,785149710,431484053,113255345
