O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,nonce
-1277479221,2031525251,686964885,1271233218,171663322,112665293,2116841831,-823897240,-1005510345,19
-751617889,-1362683701,1988420282,1749120241,1814491538,1688078884,2003511013,-1606242907,58619878,20
-1207252791,-831346875,1607256266,-2027330081,-2009828086,-728986350,-2086966539,-1396242859,-450702957,21
-1970966078,1255622073,-1409023299,1965949614,1108154279,579142041,874388431,59615628,493026025,22
-886155489,-1490847581,924132954,-804617596,250923213,-1575785583,150510214,1279561051,-1307918211,23
-777491391,730275412,1419159689,-445949361,-1381295197,-1978252498,874894657,-384437197,-1323920192,24
-1695657935,-963823640,-300490880,1520430643,860397242,1282132009,-560027748,-1702991576,-1262060758,25
221006808,811715693,1552489194,270804170,-1769868297,1088336107,-875480890,703254557,-1615515988,26
-441701652,905770423,-112194155,-2036683090,-2036569691,848640993,-1612284411,288716817,518422185,27
-375990249,42544896,961395059,1683917413,1470757772,-1746537492,-1051774670,-313933103,1819972154,28
-1413120894,1538505202,1620135400,1776875183,-113390938,2092754290,153046286,1302492997,2047048209,29
263817883,609299672,-1997439472,-99923819,493120259,54672640,-2102358635,-2045624775,1492223671,30
-1483037065,-1166828677,-456169021,867503508,2057063943,361409065,1982627455,-451905188,-172171342,31
-1430786463,657016277,-1240080729,-933995810,864513713,-513685779,-506544159,-2031346804,1320438025,32
-944418957,30230614,-1158273029,-617037449,-1121606652,1604747746,-1382824545,-345005826,-492908784,33
-854247109,40913115,709319529,-1673123411,282316398,1737102007,-931570980,-937811700,1696094873,34
-884235157,304681799,-1227478452,1649219311,-955529736,-190428324,682196811,-387641255,2045985742,35
-932987124,-88125167,-1429881876,-1648184344,-1705669427,-1120336157,1560079798,1001778041,-1294923623,36
1136519077,994473111,-77052886,-555524505,-967669591,-118858034,-1792820674,837229611,1713917745,37
1853221626,-1392586614,381435571,2031554548,-1342486232,-1260649782,-814370442,-1297709004,1502443812,38
1911502119,-444116683,-72730074,-1786678359,-1902667820,1137868895,1770833568,-2039327396,-722720081,39
2036056804,1829519755,1088852608,-1140820750,-286548071,-1001055322,-1722440822,206547903,383530671,40
1009585377,-512162366,1177472682,1132379434,2106855245,-375444000,51008597,-145335374,1471282364,41
1286359985,-151247210,-942489946,383701433,70520768,2147353076,498511958,16943218,531447934,42
-489172551,2064545581,-74493636,-611469570,-1866364043,1408994110,314451982,953026327,852590044,43
989481029,1630773158,-1685134364,824401517,1173451743,-1515532642,-1901012343,282022095,1375836526,44
1976191167,873190594,-1894973000,759357234,-750398008,298888848,-453846573,-1345868095,1520776443,45
-1822691230,11615425,2007991100,1411378017,-1906546221,1820747244,-647657759,758894335,236433234,46
-326493049,-356281884,-1498012917,-1541963896,352685233,-1820639038,-996931655,-381507954,-1546306126,47
-1732344861,-628226790,990284724,-608082910,-590222315,751441268,-109742106,39259315,1647106725,48
693889219,1984542090,430072694,1964236912,-1862458650,1763097952,-368715216,-53073282,1374293682,49
1061281959,2026860912,-558238843,-239012979,1144437028,-1438562933,850988224,-1258185571,1274282378,50
310070826,1593129567,751498282,1550002357,-1562554654,126258714,-6830410,1862772485,380029434,51
84302917,-628468827,-1019065512,-323812774,-1518796942,391010280,-1246644155,-1019266151,1285408181,52
-162189158,140404291,-1596561500,-1750263604,-271098665,-119898578,545752302,-184859945,1014178972,53
553697092,734135458,654271281,1108355802,1566946689,561014057,189763097,-1069836953,-351172346,54
1397698795,-1286669139,-898247777,1113908942,-958174647,241884724,-6512977,2143734001,-115390763,55
1465981763,-526151265,595831940,-943402577,1141200615,-583618194,-181581014,-922838829,1861794136,56
1329724105,834506771,-1981649357,-1408530736,-764714488,-1854829717,594393340,604864080,-2146334603,57
-636853267,-1189198374,-2103391938,85803563,-535171984,531492745,-229857593,-1246147030,-1515096150,58
-1988420685,1979431138,-1046205333,335570724,-22743571,1253352421,51961581,-738605078,-1225109449,59
1769799411,1428761847,-1621220985,682537765,-336008446,1635462910,1047578884,-1913493082,147506271,60
902817399,-1709551671,-1370379416,1239702428,-1215791168,-1485239920,-1475767164,1476141689,-1154309769,61
-288067434,-2106825993,-1807376557,621371074,-1916953216,897066890,1780575329,391665000,935469141,62
-274796768,1242566089,-1698308880,-2029862551,2121037834,-1430127330,-893554618,927139830,-235803151,63
-1181467269,-619657882,2142667161,-1796761168,-28834060,1443865274,-30498057,-2132938892,-98626989,64
-996154792,1829044410,1550780326,-1989124148,2118472945,1758997405,-316529535,219037298,-285053768,65
158071917,-829058145,1152901632,-607715770,149813602,785252107,-50037765,412001998,1601590028,66
1923953276,975597217,-2049450617,-61455902,1047540675,-758625542,2099939406,1200972438,-342532113,67
170933407,-927593771,1200415680,1420922271,539572448,1797279785,-227503515,219678336,959391650,68
907313820,757743121,-809831081,91177729,132166317,2142563028,-507946575,1723473670,-1112835333,69
-1242042406,427231191,-783172083,-1809615316,-1627324473,1867592891,-1657709542,1299309101,131854971,70
1925482349,-697456047,-305409872,-649645031,-1497281461,150499827,1191535018,-1145324209,1540125888,71
1287783656,-790690280,1149246667,-1866025918,-1374601884,-681336657,1926100461,-233518659,1491302464,72
327854622,-1704667789,838346011,1725958460,-732335557,1209497,24016363,1593690107,47171172,73
817228730,1105692483,2108242496,1685934878,184851785,535642246,140012356,1324320521,-1969481600,74
-1830319792,169409324,1092175113,2122836524,715576464,1367078951,1192429804,747904364,-209403618,75
415170314,240476701,-2113977789,-1331309028,903456520,1486799784,-145276058,736220210,-1320023920,76
1059944263,1393913264,-476417331,129905214,1721475332,-103223218,346931829,1574386681,235161270,77
-1933555600,1170535777,1592627792,1363643246,-1052751309,-2110166555,681542130,446203851,-1655823777,78
-889619020,-199821646,-1154505848,181398700,1743475182,969672989,-943202097,-666040678,-905535382,79
1360208150,1871977955,-21952024,-888413927,-282341610,-1220198299,-483709128,1970868512,833227648,80
614149126,2105353298,1208528765,-753931353,1462997429,563748166,-874704590,325034487,-1347522712,81
-714207435,571507117,-2144839344,-1493817878,-683899744,-700656682,816346736,-1270676040,-1945256940,82
1307729514,107622817,1881144379,-666884973,2111114363,1836331003,-664819817,991108895,-52376191,83
-574002822,1257585118,1308256184,1675276490,1641592489,1681489492,330940290,-100976305,-1948139653,84
-74174082,1738340768,157768561,1826455022,-1299826649,-96280729,1558956351,960006015,-1159139273,85
-1323285646,1259199141,1614175418,-985538747,76478678,315947647,761454900,283430139,826333205,86
754713996,1552951496,1075688237,1548718661,-1380001130,-1909095004,1564353648,-1679539858,2041512963,87
-1806342993,-757100474,1112726594,-1639355344,-461132512,-961473502,-2000371270,-1281985776,-372235923,88
-2111789878,-1092213873,-178268331,-1164666135,-1960605973,-1941753662,-2050367861,2095851029,726390900,89
1181585880,1202948063,1854441043,-417514059,-2005375198,392913708,-172854662,1529165120,820939259,90
1358087978,1878960951,-254588769,1598521899,-794948712,-1992931887,-1745673363,445155427,392221577,91
385612990,1952563318,546293055,1209609111,828990382,-140519524,-1678693817,677319789,-939721731,92
736594599,2140027352,-1186013526,-109779749,-300796385,1058327461,1157765831,2008209160,1867234890,93
1990232974,782507588,-1962222384,2010540757,-1342191393,-2076116593,-357090327,-1303684694,-1472096227,94
-508971606,-1473106775,978390418,-1348079387,81839298,-59152670,672858628,-448582257,472095001,95
-598408275,1230906520,424645994,546724502,431393730,-284437865,-1387171789,-1932748054,-2055268503,96
-2017889674,-382940230,478817769,-752246384,1841144179,566549580,1624061508,-1329337528,1484510956,97
2081366447,1388168982,-1088718199,-820810617,-1792046056,369342425,357229455,-603420742,-922390510,98
919180353,-748981205,224546063,1571574486,-169224660,648720082,-1229079785,1717991172,-659077309,99
-926692566,-665512859,-1284317180,-105423149,-1262382892,1027021184,2049549497,701196341,-1783593903,100
183028581,-1940798222,-341643233,1224278346,-572780003,-470688462,948917740,1408934339,2141846755,101
-691196540,-1594726155,48931473,2109252100,-2056400113,541482273,636837001,248884464,712445790,102
-809724693,1679464921,1584713300,760211147,1592692295,1331995927,-1051177635,-1576905355,-1163936137,103
123158116,-583986036,1186582574,491813854,876387352,-1012214790,-1521978509,-1306962159,1014496308,104
686603184,464446541,2140386489,1221414545,652661605,-888630826,717644126,-1966648221,1179282935,105
-889529606,1044482874,-1468845848,-196882860,-1392646517,-686871663,-1372800177,1981311652,-803620349,106
-1001038179,113502656,1939593047,249077024,-1214357145,-153816348,586102468,1701902157,-1927310955,107
809538522,-1172999678,-389553997,-853342037,1947825506,-2129823029,-505867932,-1598213012,-705218289,108
653661242,1213667819,-1039280054,-1792672241,-365554614,-1051279406,1079873156,-1226042330,172993832,109
1023299397,-548102055,-1495576897,-1086497843,-382289871,-608010354,1967750273,1666581811,1694952780,110
-1714654783,-1141353816,117310376,-1799802776,-1991193945,42539026,-1887078735,-3846059,1924814469,111
632491956,1022176929,139362240,1313514937,-952743550,1964172425,-127284952,-77890888,-1074384347,112
-986566839,1912086855,160156858,-1795689601,273971597,-929687041,1447682491,-1511305751,597734855,113
1466966713,1428006225,-1302449130,496060386,285218017,-335405487,291343214,3025143,-1274479612,114
-720408549,-1869380587,69785127,-1639142113,320613434,-1887226108,544056437,-330535819,882151801,115
-548132384,-1006046672,-1817269119,-79487354,-1850022787,-1057114125,-1103279231,-149268506,-1235949554,116
-552563765,-1794391771,-1604743221,-1190107496,657355999,1370890404,1553168935,1166146929,1074034847,117
-1005168498,1659540094,-366759682,909134761,-1579268252,1375640727,-428141515,317775692,1737338643,118
268043469,-2100471648,911193359,1085710377,239353637,447703643,-576564384,630731722,1237075925,119
1012079554,-2039803945,-656314554,-526197277,-1740391808,1363509126,-1951585988,801314696,590415049,120
1165326089,446674474,84916086,867185675,1827778303,-134033616,1544843986,-1473440375,-1962466514,121
-171340518,2129825143,300639776,268698627,1334496820,-304151013,175572019,-614639634,1773234285,122
2074194849,55062342,2092132316,-793723772,-1993466673,-1226154278,809359006,1361385836,311440883,123
1181634715,-770942974,903560456,1275112724,339007516,248334061,1168255271,-947202253,562291688,124
-1973845921,-260456448,-1554781002,1131382503,1879625022,-2012029113,-612689993,-1193544046,1270520429,125
1115881194,1987277520,1556026916,78684506,-1289466917,-1600561923,-1587167738,262456985,-2033756745,126
1182582302,665817851,-1898566402,1295860127,1918172031,-1485482613,-2114278579,-1999795656,-1876989934,127
-1280998349,-1682994849,-1353631710,-2025407087,-1483865634,-863044337,-1242127178,1660503933,-1233350194,128
691090138,1074608297,-1979725084,-987559965,769718377,141266524,-1098941896,1789870735,-1409195502,129
-1250695556,2080030102,1573358357,-334267967,-1242539835,-2134155412,-2038068235,-82458128,-711139770,130
-1304109820,-2115183919,740786020,-859380889,1281080122,-1516417758,1639295409,1303292817,388731498,131
-322990192,-403113134,-736694852,963069640,-1035037187,-1113551322,2049197648,-469876389,-1184940910,132
1262813295,176131829,315303800,92345068,1447734105,-128707194,-39811410,-1977755152,439008476,133
-2007795018,640692699,-426952964,-1320302420,321210088,1185352260,550296159,1485531253,-1010347899,134
1168631607,1997662246,-1338819056,-775707615,741818844,1955304774,874305398,914035453,-1105708470,135
1989325247,1297839867,39780826,-1588186318,1807647425,451336146,1406630366,623288901,-1876010589,136
2032104256,-1807532354,-2137908842,-1073186174,1742900042,1547434619,250677207,545453942,-163771532,137
-1682847579,-74302965,1389259797,-1143400861,93768178,-1868049088,1283496576,-437985164,144211086,138
-1874775559,-455893927,-364614615,-1959627695,-1166414340,-294875307,-1568731236,-1972853268,-1185376900,139
1967894062,-1801987070,221023330,1090433892,-1338558660,1385748246,2016885791,-209047903,972282073,140
-1601650432,243616671,-931896109,634923157,-147367276,-970127708,-86494669,-2041289543,-1463634915,141
-1884945681,-1909461465,543591476,-56478764,1652693370,1170623872,1566671883,-1530294477,1805352645,142
-698232863,-287954743,-383861624,1212600718,1257406998,1372565301,-1123263200,150501164,43773243,143
507378876,-146970107,545378807,1996936013,-1426958466,-740648270,2087886189,1487194728,76568437,144
721536538,-1178947322,2037989710,1251447063,1323400564,-627758299,370949726,1978958519,-1582163715,145
-1909007617,1735328729,2146614361,-825987681,-317883960,599706481,81522129,-1711539783,-2108952865,146
613182311,1714088618,409411305,1579848041,-408366401,1043800960,990922713,-1893951168,-320891769,147
11409203,551112066,119022413,-2090699763,640140449,-247656897,-1046107160,-1134371232,707413174,148
-386986458,-996482346,366695559,-2046095252,-986829622,1278205057,-1294010725,145120077,71397392,149
-98848531,1036038510,643166440,1634045186,-289473836,-1774338598,-1904508551,1402638866,-1103203323,150
1006042524,1830766066,1881697091,1371103080,-688905356,-510132038,1353741827,-1569843957,-1363011757,151
1273363179,-1323278529,1271612942,1772824145,-808244619,1501759727,133595534,-668988060,705397067,152
1599236786,-1989718806,-1337995262,1969362797,413399179,-523026754,1905746330,292332575,358063320,153
-2077328488,-1378241588,65431519,-717011396,-1717771748,530264934,491912484,1281817820,-1680944780,154
2128474523,-356435057,914892863,525706666,1121092648,-1147145813,-1508262056,-499849956,-180210646,155
1126823426,1133327760,1435810486,-1250958241,-1872558432,387566455,-175653077,1115993154,-176398053,156
2122292018,285488733,-788007046,1410390862,728187678,-214562523,-1599248553,-1379245523,51295654,157
-1056788606,-801490550,-1036593299,315296438,1458217126,652370719,2145644089,1162906196,-2039997391,158
1991446697,-1231365848,116917180,-829374168,-273554451,-1722270656,863254807,757269713,-1918038678,159
-1457054070,-1744029587,-1737041590,762341433,-1557022479,1118335046,919486886,2025154222,1558495465,160
-1905906936,1826894202,-944265106,-1900373501,500987281,1670776649,-134123621,393243878,457278364,161
-1511682139,727663129,2059169747,452575919,-951072495,-600606006,-842147237,1207759180,-946498822,162
-803908283,2002697902,-501036088,2115919113,-185908876,-1089059979,-1652585843,3128740,1555701096,163
1882422250,1483664375,304789807,953021926,286132294,1141246092,-653036226,206182888,1863651261,164
-1398910973,-681835462,-1733666475,1329687564,138940314,-446645340,466290704,793552121,826063707,165
-72437975,-1026386021,-1540695715,1550854029,1896347562,-1955220988,-1762550681,510524811,1827164010,166
-390983369,376229069,972416022,210255558,493724717,-1349566140,-14836125,1972198790,-1234782003,167
1777004499,1893498985,-878090827,-933299436,2109576124,927889718,-1005316172,811599368,159608236,168
1063039440,34313858,-2026335821,804459090,-2035959613,189856593,1367992364,-630401243,-814971582,169
-214245758,-2097972191,1795185865,-1057295471,1783785141,-419822952,433510980,-1897223046,238485792,170
1937827420,389094342,1666959224,1174117269,-1320745247,617837419,-421747805,-1269227337,-132241776,171
101550924,-96194774,-813853942,1136762266,1030219000,-1352038414,-362580333,353778667,-1568426906,172
1179369263,1382949741,2006132313,-1621238483,-1196122385,-938615755,1396149166,-923512101,1412131592,173
-941158664,1580792636,-941509527,-2072790266,-1053086784,-47780979,156720963,-1497801012,1815030948,174
1601596163,1650684757,-1953778014,2144767402,-27877781,656060363,1418769747,1011279683,1904465974,175
-565439605,-306870098,-1683368015,-658556870,1359511916,1731369360,1378551506,1295346285,1178608077,176
-82109284,-830320898,1047300342,-1587955285,1098705494,1236510202,1193831246,592847643,2037193414,177
222416271,-649851389,939685155,-521519909,-1309501247,-1827774533,1916329877,-1092989907,-2030228980,178
322580971,1425441493,-593753374,-1877647135,846772689,-1899393546,1861146447,-821925608,1526896985,179
1966158503,456564996,-288881379,2104349749,747222374,1406594742,156493872,915033980,495088098,180
-2076360024,-839674042,-1792776099,421142593,1254944216,-1897572123,-806129432,1134839838,-294345628,181
-1590674067,-2021964567,-1535756554,2050837148,-707282528,-567182779,1658861452,-169407714,-298052718,182
-124275945,1653587847,-1890228303,-1759635440,729115494,-779681881,-326701668,1541169136,795038696,183
284060876,-641907682,826070264,-1704542154,215935216,327337761,152434114,-1827183565,575277881,184
-1023406416,-602204196,254819470,-1843473726,-1837948066,-47700538,-941412561,-1921274370,866465402,185
208898638,1773428952,1855317132,-50875203,955927421,1072745282,-486871382,347846503,1249049253,186
-1420738275,-2070809095,-1093497849,-1693828324,384642530,-1439091556,1079709748,1477473108,-1008388090,187
-812735976,1098774858,356367190,748611839,-339129077,28112631,397123311,1699302312,1261144294,188
-166317465,-41313867,-1537451868,-263564019,-435650611,-241642189,936538378,-1704135913,813317216,189
-168375917,1196535769,-1131539317,-838762200,810821595,879528125,1913733558,1743913735,-444655126,190
-443220998,1792571518,235052900,-284392435,1174108796,-1774556647,575053799,-1177426380,-1454338228,191
1605013482,181652964,1601824771,-537425519,-122008921,-1762508302,686725017,-407607430,-1085200506,192
-1379113919,-109761590,-548015399,-2120460287,373401467,266424988,1358372107,1159235828,-841163409,193
-1471741933,-388670987,-901859266,-1488204332,-2117534351,-1918849154,1910673223,-2094665753,-787545355,194
549624972,-2069673180,1001380938,-469022150,-631945662,-2029648860,-737711748,1579105484,-66006366,195
-535791525,1321808866,-1336345468,-1057023357,-301061193,-115316015,-496764394,1139449062,-468432592,196
-175575069,-1457074344,1644570854,-757249083,-1709704395,1312078400,-789735721,243339843,1467556646,197
1568517563,719262498,-1884797805,1211433063,-618638852,-1072904982,-1148001865,1160415602,1965906774,198
-1086302320,-281705486,741955676,1694447318,1979117361,-1073764121,-257646521,-980530211,76579891,199
-1324434785,546378951,-1407670690,2033414999,1869411203,1440034633,-545385521,2046035269,1812191236,200
-376985986,-1342102578,-10837870,-112036321,2140084195,1998430024,568444243,-1439984244,-1603575933,201
598441584,-1005644431,1680392474,-1470668644,754665686,-763619976,-1787484378,-177966067,2098707459,202
425679308,-1713149311,-152678629,-1860049249,-29226650,-183539795,-971705086,139195460,1157289486,203
1672239137,1501212338,541138616,-1418002717,-406150201,918891124,-482888444,-646396369,355422950,204
659747921,883394951,1776777867,89279137,1537109177,-1063615182,2129809689,-680822805,1449088274,205
-501008148,1114100229,-1253175445,475047189,1563308982,-1291770082,-511969409,1193275159,-867003745,206
-1137446067,-887207458,-596609513,-109933038,363489249,1191285315,-1537414016,-116061809,39015326,207
-307429444,-589520673,716703885,-89902255,156143821,-2096224401,311198563,-800086735,-1011913785,208
1703016804,903862357,198734717,-519123916,27064535,1486862606,1645361486,-1169847441,819097793,209
211067504,2024109736,-758877089,401830549,-40521575,480948650,1677041623,-303988371,1274993810,210
-808382617,1113096533,2119739481,765635348,-727489184,-1490301956,-1787345022,2117476344,-1948760450,211
985255348,2093461912,2038566296,-854506553,-729977079,-606039764,266195668,1059682459,2029397099,212
-1052744790,995465934,-2010701533,-1515916398,287631926,-2026254992,423441074,941389947,44734925,213
-190143392,-1395729509,1284412462,-1167810496,550104075,1280323040,-1945199729,-856036936,-2037929375,214
-409468818,-596303341,-1186778418,405175316,1577034000,1613925111,-1338079972,1732293030,-1055812096,215
2135651402,-1546414571,235325037,1873771783,-1184410009,-1748579806,-1366679272,1190962003,394448104,216
-259802057,1559815139,-827552068,1319365494,-1297194361,-2111075873,-1959482518,357155587,-566083390,217
810661682,-769996275,1473008207,290302153,1541356596,-804633238,1667233945,1594951077,581813406,218
-1656617078,553203054,731088839,-1669086645,-2007468528,-2139713987,92578146,-758799498,433691070,219
1096808884,2139892689,1555236091,-1331549655,129880747,1684035215,1055203504,624382561,1407478574,220
-54381976,-1984249136,898438408,173777845,-1773285052,-1533694534,-1496078729,-754128014,165276472,221
-1309655922,758376294,-988278737,-738438256,1053856212,-976785994,1730122565,-2017726375,-1478495815,222
-483289450,1480663940,-1586561728,2116076161,-637629262,2145037604,-1598051034,-588444623,380038114,223
-209218681,1734818524,196927414,-1545567839,127475793,-601623482,-193587315,-1160426294,-1323811349,224
1013894002,-22113895,-569328583,-78752425,1054805045,1859110199,519813572,74684591,321062004,225
1210066172,885139460,-754811611,-1333311489,-66669149,403982280,-1744497285,1037938777,1804743843,226
1483565956,-1502744423,1519258634,1956267430,1974732107,150322395,-143344642,1836381781,-1727384358,227
129187951,-1201884662,1136740642,1596992837,-1227786855,2013858675,-72090742,1120429714,494917139,228
-804675425,-1195937705,-140362802,-1540392658,-1037405379,-326362503,2037241834,167569972,1695326454,229
-966191571,322449892,1980402371,-1322701838,-1086947079,-1778069726,1729282569,-1785671804,-256873324,230
-126053246,-1433239003,-317780544,1149685079,383129319,-115704795,-1963148786,1342969822,1942405499,231
-564736849,2101505359,1694311850,1373519123,-1690532874,1549711743,-761258027,74511116,-1135186048,232
-555571366,2114855876,-367606908,-726599498,1678878802,-641641356,873026737,-374881922,1035503715,233
1616422917,-363690760,1503848374,1423786945,-1267890371,-709174055,-646103502,1649972857,-470298554,234
1634466091,1642007894,-1012946878,-831673812,-1878075068,634034767,-978456955,-1829476609,327568913,235
1688163395,354710840,2059659950,1965078671,-591443313,-1514641150,-289394447,930903859,-557879953,236
-730183406,-627876143,-129873613,1731144119,1192969608,-1038136816,2083072949,-1749278604,708645760,237
-1662019922,-256992911,-1069497567,-99298448,-1822033288,1671308216,-1038147617,416237555,2010178561,238
1285629907,1587408303,1510225323,-1083460671,-2050127585,1452643217,-1425599915,2014806073,1312890062,239
-1503917984,-119935708,1145952055,1275639835,-134718731,81986500,-2066657312,-1776508674,-954561197,240
1177377991,-676395030,2063484361,55520128,-785449510,-246297903,1275997168,-371139388,214850261,241
10455006,996954461,1968642900,-879138286,-844322993,1721255509,1947633601,110611140,202213112,242
-1237567538,-146486808,506706033,-1637455452,-2054138620,-1120988959,1193716899,1388000526,-95407055,243
-1505036385,1129152344,834191824,1998785876,982549454,520770886,2137157282,-734345850,33162109,244
1265708923,-1226316880,-1965944935,956616266,785960731,545736795,650626150,122146901,-1560009093,245
-2094037249,331017254,2084966037,1275553840,1187377876,-298158541,842939490,1915262135,1003693540,246
-1352335607,-1331750629,-2079372434,-398737860,1149919522,-1160894948,1860681703,-964450074,1224088514,247
741484116,-942632929,67545501,-820501928,-153216662,-1130622695,-1179400529,-2079690282,-832273010,248
256222798,-2043176359,1033468506,652157684,-1998172665,779982987,1648578769,-105304428,761505432,249
-305470684,-7017547,2046294303,1228263754,1525202927,412550873,-1434568281,1305818933,-2075890989,250
-1884608476,-377857160,201450368,1338161112,-838417354,2142620314,926053975,1913285972,334027676,251
-401887317,1633037340,-61024688,-42432544,330266652,-1251836806,-182758247,-1371433889,-1928461264,252
2054975095,375291390,-1068160202,1931925394,-849999806,-960082221,1392579203,2029396204,854888769,253
-1116949243,1706632891,-307643982,-1262001103,1651422975,2054169871,513492456,1346195175,-173090792,254
-857546399,102096403,-1384231581,268658198,181111471,-2050645049,1249637313,1824786670,821124990,255
1601993751,1472911986,-1831883599,1670030444,2016786659,-133657456,1495186896,314196496,-386379608,256
-1718649449,-172144183,-1012222309,-1753836740,971232926,579982995,-117348243,1253525330,-752452387,257
-1721762744,-1701943851,-1199833592,2098438914,-1692940216,-1383159657,-424475319,-114333784,-1621422618,258
1762807825,843761115,-936800725,-988020722,-1176740296,1137749878,1053319767,1729074432,260875148,259
447181480,-1997419434,2003021471,1078316593,-1729433495,-1263576417,-1962982790,-44955398,752524749,260
1388588597,548434445,1269233684,1519479212,-460103323,-712320858,-1855291734,1135915516,663865830,261
-1784678363,-46236211,-738215574,-1780098201,-982986803,-2067943663,-236794015,1016803141,-2060831767,262
748634141,477415205,-2056765528,563668534,520815639,-2061263184,1822016158,-874768728,-1171553731,263
1944380602,1132714931,1769954962,-35390696,-608689087,-344549586,-387768834,-2055884392,-193744385,264
587660699,1686704382,801595308,152066936,1535750560,-482782845,679730957,-1001485166,-1844663404,265
2031540180,-907496746,-1787473855,-796201217,-1697782763,427003472,-391265442,-935021105,-305393910,266
2095712350,-892198472,-298743146,-268310268,505695774,-408272562,1164009181,-1457596492,-469928883,267
951653971,1813691913,-13163267,1708006093,1900409951,-783763160,-1719278560,-393909254,1631775370,268
-738331200,-1032561829,-883625359,-1064132637,1170851283,-723591944,-914027827,606104480,1455931570,269
-326976671,-648004498,-662767986,1719302700,-601569300,190818249,-1187171381,-1113357536,-1315503581,270
689282474,1444813706,1700468770,-923851568,-1811566365,1364800498,-1354940527,346998438,-1799855380,271
295250632,1913673164,591074500,300809964,-1082609779,1865648939,-1730121121,220995389,-635579529,272
289166545,-397431754,-863183225,-1321808598,955872707,292697254,-1587277680,1871268617,-243387679,273
-1472198011,308874478,290517071,-1477180751,-149485495,-1516497624,965690954,-1145068688,-1638818313,274
-1561953674,1475221992,2081469909,517432625,-332953096,-1044755483,-1877206151,1042002250,-1332251797,275
-110954400,-498369638,1304644554,1036665265,-1386469331,993061541,1226581067,-1599596952,897100058,276
-1967068163,-1422015191,1483863792,878660070,2020493375,-698284817,1345449761,-1908142561,-817258293,277
1120206251,133929032,-1965277968,1087766559,572865719,98837263,-2060499228,-1285064876,-1386201408,278
220372952,-1504505538,-311610544,1855153252,-1915584662,1640822076,-1631152093,926200113,-1418672886,279
2135289566,-554667356,-219890624,-805237862,1337650986,-1578098801,2109416730,-1505559416,-1752452576,280
1091874018,-1169598131,-1226132562,-1820942256,-944211470,-902672243,-754176146,-1078699706,198899673,281
429408117,-161888312,1006959789,-1968040133,90149554,1201712011,-661216649,-1612951639,-798279034,282
1434271778,2130685115,359068949,-306711610,-1528124091,376473484,-1694588484,338451495,-884769,283
1340920484,-1484327116,322494284,-1547867673,-1624274348,-2007516175,75885612,1356245375,-983781464,284
-451933071,1018725414,-633767892,-642194201,1542604852,2133202890,-1325562695,233885308,1368251741,285
277178000,-1657283719,1553398835,-1006280196,-1495794477,-198474867,1805215731,-416178503,1443481647,286
1298969598,-448623932,2024028247,1897771654,-1184756041,-1902277313,-440020825,1835905680,-870497849,287
-1873793276,1537570684,-1190652576,-1203270545,-2145641387,-1361167022,-460141693,1129597943,703289500,288
-328364242,1146288792,2084797231,1987844475,803938152,-1189513696,879390105,875369222,-1494904472,289
1513196708,2109649206,1919755104,988968284,1262203948,1564264170,-1676178371,-1313388274,1153316517,290
1948133386,-229318643,750899990,-426554138,-1243104734,1678017133,-1338562273,213420805,72794614,291
